theta_deg	I
1.25225	8.9885260E-005
1.25375	8.1676561E-005
1.25525	7.0731629E-005
1.25675	6.1975683E-005
1.25825	6.1428444E-005
1.25975	6.1154809E-005
1.26125	6.2933374E-005
1.26275	7.0184389E-005
1.26425	8.3455117E-005
1.26575	9.9872523E-005
1.26725	1.1328006E-004
1.26875	1.2873979E-004
1.27025	1.4885109E-004
1.27175	1.6143777E-004
1.27325	1.7429807E-004
1.27475	1.7977052E-004
1.27625	1.8332765E-004
1.27775	1.8661113E-004
1.27925	1.8278039E-004
1.28075	1.8086501E-004
1.28225	1.7539255E-004
1.28375	1.6882560E-004
1.28525	1.6006964E-004
1.28675	1.4912472E-004
1.28825	1.3612761E-004
1.28975	1.1546905E-004
1.29125	9.6862663E-005
1.29275	8.1950187E-005
1.29425	6.7858586E-005
1.29575	5.4177421E-005
1.29725	4.5147852E-005
1.29875	4.3369295E-005
1.30025	4.0769879E-005
1.30175	3.9812196E-005
1.30325	4.1453935E-005
1.30475	4.3916545E-005
1.30625	5.1578001E-005
1.30775	6.2112500E-005
1.30925	7.1552502E-005
1.31075	8.4686420E-005
1.31225	9.9325269E-005
1.31375	1.1369050E-004
1.31525	1.2217282E-004
1.31675	1.2860297E-004
1.31825	1.3462269E-004
1.31975	1.3571717E-004
1.32125	1.3530673E-004
1.32275	1.3503311E-004
1.32425	1.3257049E-004
1.32575	1.2572993E-004
1.32725	1.1916296E-004
1.32875	1.1136469E-004
1.33025	1.0014614E-004
1.33175	8.8380337E-005
1.33325	7.8393088E-005
1.33475	7.0047572E-005
1.33625	5.9786700E-005
1.33775	4.9662634E-005
1.33925	4.1864372E-005
1.34075	3.6118279E-005
1.34225	3.2013930E-005
1.34375	2.8730450E-005
1.34525	2.8867260E-005
1.34675	3.0645810E-005
1.34825	3.6802339E-005
1.34975	4.4874225E-005
1.35125	5.1988434E-005
1.35275	6.0333943E-005
1.35425	7.2099749E-005
1.35575	8.4686420E-005
1.35725	9.3168746E-005
1.35875	9.8367593E-005
1.36025	1.0726034E-004
1.36175	1.1369050E-004
1.36325	1.1697398E-004
1.36475	1.2025746E-004
1.36625	1.2107833E-004
1.36775	1.1971022E-004
1.36925	1.1437455E-004
1.37075	1.0767078E-004
1.37225	1.0165107E-004
1.37375	9.0022077E-005
1.37525	7.9761194E-005
1.37675	6.9500318E-005
1.37825	6.0470757E-005
1.37975	5.1714811E-005
1.38125	4.1590745E-005
1.38275	3.3245233E-005
1.38425	2.8046392E-005
1.38575	2.6131029E-005
1.38725	2.4078852E-005
1.38875	2.5583780E-005
1.39025	2.9551322E-005
1.39175	3.5434223E-005
1.39325	4.1043502E-005
1.39475	4.8841768E-005
1.39625	5.4587854E-005
1.39775	6.2796556E-005
1.39925	7.0458009E-005
1.40075	7.8666715E-005
1.40225	8.8380337E-005
1.40375	9.3579183E-005
1.40525	1.0315600E-004
1.40675	1.0561861E-004
1.40825	1.0479773E-004
1.40975	1.0507135E-004
1.41125	1.0096701E-004
1.41275	9.5494550E-005
1.41425	8.4549603E-005
1.41575	7.5520038E-005
1.41725	6.7858586E-005
1.41875	5.8965827E-005
1.42025	4.9525825E-005
1.42175	4.1590745E-005
1.42325	3.5844660E-005
1.42475	3.3382046E-005
1.42625	2.8456829E-005
1.42775	2.1753054E-005
1.42925	1.9427256E-005
1.43075	1.9153633E-005
1.43225	2.2300301E-005
1.43375	2.2847547E-005
1.43525	2.7909582E-005
1.43675	3.3245236E-005
1.43825	4.1317122E-005
1.43975	4.7200025E-005
1.44125	5.4451044E-005
1.44275	6.0744380E-005
1.44425	7.0458009E-005
1.44575	7.9350772E-005
1.44725	8.6464977E-005
1.44875	9.6315409E-005
1.45025	9.5357733E-005
1.45175	1.0124064E-004
1.45325	9.6999480E-005
1.45475	9.4536859E-005
1.45625	8.7559463E-005
1.45775	7.7572207E-005
1.45925	7.2920615E-005
1.46075	6.1838873E-005
1.46225	5.5955974E-005
1.46375	4.6515968E-005
1.46525	3.8717702E-005
1.46675	3.1877116E-005
1.46825	2.6267839E-005
1.46975	2.1342619E-005
1.47125	1.6006967E-005
1.47275	1.5870153E-005
1.47425	1.6006965E-005
1.47575	1.7648705E-005
1.47725	2.2163489E-005
1.47875	2.6541464E-005
1.48025	3.4066106E-005
1.48175	3.8854516E-005
1.48325	4.6515968E-005
1.48475	5.3082927E-005
1.48625	6.1018003E-005
1.48775	6.7721769E-005
1.48925	7.3604671E-005
1.49075	8.2907878E-005
1.49225	8.3865561E-005
1.49375	8.7285844E-005
1.49525	8.8106717E-005
1.49675	9.1253380E-005
1.49825	8.7696280E-005
1.49975	8.0718884E-005
1.50125	7.8119469E-005
1.50275	7.0868446E-005
1.50425	6.1565253E-005
1.50575	5.0073068E-005
1.50725	4.3095675E-005
1.50875	3.6528716E-005
1.51025	2.9688132E-005
1.51175	2.4215666E-005
1.51325	1.8880011E-005
1.51475	1.6827837E-005
1.51625	1.5870153E-005
1.51775	1.6006965E-005
1.51925	1.6280588E-005
1.52075	1.8195953E-005
1.52225	2.2573926E-005
1.52375	2.7499145E-005
1.52525	3.1329873E-005
1.52675	3.8991329E-005
1.52825	4.4463795E-005
1.52975	5.1441184E-005
1.53125	5.9376263E-005
1.53275	6.7448149E-005
1.53425	7.5246418E-005
1.53575	7.6751341E-005
1.53725	8.2360617E-005
1.53875	8.5507287E-005
1.54025	8.2087005E-005
1.54175	7.9487574E-005
1.54325	7.3741488E-005
1.54475	6.9910770E-005
1.54625	6.5259170E-005
1.54775	5.8418580E-005
1.54925	5.4177421E-005
1.55075	4.5968725E-005
1.55225	3.9264949E-005
1.55375	3.2834800E-005
1.55525	2.6951899E-005
1.55675	2.3257984E-005
1.55825	2.0248126E-005
1.55975	1.7375081E-005
1.56125	1.8880011E-005
1.56275	2.0111316E-005
1.56425	2.2984359E-005
1.56575	2.4899724E-005
1.56725	2.9824945E-005
1.56875	3.6939153E-005
1.57025	4.0906689E-005
1.57175	4.8978574E-005
1.57325	5.5135100E-005
1.57475	6.4027867E-005
1.57625	7.2646995E-005
1.57775	8.0445257E-005
1.57925	8.7012217E-005
1.58075	9.2347880E-005
1.58225	9.5357740E-005
1.58375	9.7683522E-005
1.58525	9.3305563E-005
1.58675	8.8243520E-005
1.58825	8.2360631E-005
1.58975	7.4562362E-005
1.59125	6.7721769E-005
1.59275	5.8418580E-005
1.59425	5.2672494E-005
1.59575	4.5831912E-005
1.59725	3.9675382E-005
1.59875	3.3655670E-005
1.60025	2.7225520E-005
1.60175	2.3942042E-005
1.60325	2.1753054E-005
1.60475	2.2847549E-005
1.60625	2.6267839E-005
1.60775	2.9414508E-005
1.60925	3.3792483E-005
1.61075	3.9128139E-005
1.61225	4.6242345E-005
1.61375	5.1988434E-005
1.61525	5.9513080E-005
1.61675	6.9363516E-005
1.61825	7.8529898E-005
1.61975	8.8380337E-005
1.62125	9.5631352E-005
1.62275	1.0178788E-004
1.62425	1.0452411E-004
1.62575	1.0452412E-004
1.62725	1.0534498E-004
1.62875	1.0260875E-004
1.63025	1.0014614E-004
1.63175	9.6315409E-005
1.63325	9.1116563E-005
1.63475	8.7696280E-005
1.63625	8.1266124E-005
1.63775	7.2236558E-005
1.63925	6.2796556E-005
1.64075	5.3766988E-005
1.64225	4.7610458E-005
1.64375	3.8033642E-005
1.64525	3.2834800E-005
1.64675	3.1603493E-005
1.64825	3.0235378E-005
1.64975	3.2287553E-005
1.65125	3.6255093E-005
1.65275	4.3916545E-005
1.65425	5.3082927E-005
1.65575	6.0607566E-005
1.65725	6.9910762E-005
1.65875	8.2087005E-005
1.66025	9.2758310E-005
1.66175	1.0630266E-004
1.66325	1.2203601E-004
1.66475	1.3886385E-004
1.66625	1.5254501E-004
1.66775	1.6253225E-004
1.66925	1.7074095E-004
1.67075	1.7730791E-004
1.67225	1.7744473E-004
1.67375	1.7388763E-004
1.67525	1.7005690E-004
1.67675	1.6745749E-004
1.67825	1.6184819E-004
1.67975	1.4953515E-004
1.68125	1.3489630E-004
1.68275	1.2189919E-004
1.68425	1.0712354E-004
1.68575	9.1527007E-005
1.68725	7.6888151E-005
1.68875	6.6216839E-005
1.69025	5.6503213E-005
1.69175	5.1988434E-005
1.69325	5.1851621E-005
1.69475	5.1304374E-005
1.69625	5.7187277E-005
