theta_deg	I
1.03175	2.4592842E-003
1.03325	2.3633309E-003
1.03475	2.2398974E-003
1.03625	2.0830289E-003
1.03775	1.8993671E-003
1.03925	1.7360863E-003
1.04075	1.5441803E-003
1.04225	1.3818159E-003
1.04375	1.2297566E-003
1.04525	1.1051778E-003
1.04675	1.0268581E-003
1.04825	9.6479780E-004
1.04975	9.7075198E-004
1.05125	9.7418710E-004
1.05275	1.0147210E-003
1.05425	1.0925826E-003
1.05575	1.1757114E-003
1.05725	1.2739544E-003
1.05875	1.3596023E-003
1.06025	1.4502882E-003
1.06175	1.5185318E-003
1.06325	1.5661648E-003
1.06475	1.5831111E-003
1.06625	1.5966225E-003
1.06775	1.5856302E-003
1.06925	1.5595237E-003
1.07075	1.5286080E-003
1.07225	1.4670057E-003
1.07375	1.3896021E-003
1.07525	1.2984580E-003
1.07675	1.1933447E-003
1.07825	1.0900636E-003
1.07975	9.7693515E-004
1.08125	8.8395906E-004
1.08275	8.0609741E-004
1.08425	7.3785387E-004
1.08575	6.9022091E-004
1.08725	6.7373255E-004
1.08875	6.7556463E-004
1.09025	6.9525902E-004
1.09175	7.2296866E-004
1.09325	7.7060162E-004
1.09475	8.3724206E-004
1.09625	8.9220330E-004
1.09775	9.5220259E-004
1.09925	1.0067057E-003
1.10075	1.0605218E-003
1.10225	1.1015139E-003
1.10375	1.1175441E-003
1.10525	1.1113610E-003
1.10675	1.0898345E-003
1.10825	1.0616669E-003
1.10975	1.0206749E-003
1.11125	9.6021761E-004
1.11275	8.8831014E-004
1.11425	8.2304375E-004
1.11575	7.5869338E-004
1.11725	6.8174774E-004
1.11875	6.1373325E-004
1.12025	5.4846687E-004
1.12175	5.0632993E-004
1.12325	4.7655930E-004
1.12475	4.5342979E-004
1.12625	4.5251381E-004
1.12775	4.6648306E-004
1.12925	5.0129183E-004
1.13075	5.3587154E-004
1.13225	5.8464956E-004
1.13375	6.3480163E-004
1.13525	6.8518281E-004
1.13675	7.2754873E-004
1.13825	7.6945662E-004
1.13975	7.9831126E-004
1.14125	8.1273849E-004
1.14275	8.2602078E-004
1.14425	8.2350179E-004
1.14575	8.0312038E-004
1.14725	7.6441845E-004
1.14875	7.4151804E-004
1.15025	6.9228187E-004
1.15175	6.4327481E-004
1.15325	5.8258860E-004
1.15475	5.3541356E-004
1.15625	4.8984156E-004
1.15775	4.3327734E-004
1.15925	3.9938465E-004
1.16075	3.5999576E-004
1.16225	3.4213337E-004
1.16375	3.3297320E-004
1.16525	3.3137016E-004
1.16675	3.4327843E-004
1.16825	3.7648412E-004
1.16975	4.1358292E-004
1.17125	4.5549087E-004
1.17275	5.0014677E-004
1.17425	5.4617686E-004
1.17575	5.8121455E-004
1.17725	6.0571806E-004
1.17875	6.3961081E-004
1.18025	6.4648094E-004
1.18175	6.4785493E-004
1.18325	6.4281683E-004
1.18475	6.3503074E-004
1.18625	6.1716832E-004
1.18775	5.6289410E-004
1.18925	5.2968838E-004
1.19075	4.8594843E-004
1.19225	4.3648342E-004
1.19375	3.9297246E-004
1.19525	3.4488144E-004
1.19675	3.2220996E-004
1.19825	2.9564541E-004
1.19975	2.7388992E-004
1.20125	2.6060763E-004
1.20275	2.5305047E-004
1.20425	2.6014962E-004
1.20575	2.7595097E-004
1.20725	2.9610339E-004
1.20875	3.3388924E-004
1.21025	3.6320183E-004
1.21175	4.0556779E-004
1.21325	4.3900250E-004
1.21475	4.7243721E-004
1.21625	5.0335284E-004
1.21775	5.1984121E-004
1.21925	5.4869585E-004
1.22075	5.3907762E-004
1.22225	5.3770363E-004
1.22375	5.1388709E-004
1.22525	4.8961258E-004
1.22675	4.5640685E-004
1.22825	4.1587299E-004
1.22975	3.8839236E-004
1.23125	3.4167536E-004
