# specimen,CoC2,record_name,P2-02,instrument_id,Co-C(260914B),raw_file,XRR 1_Co-C(260914B).xrdml,role,"Co/C, baseline round 1",points,5302
two_theta_deg,intensity_counts
1.93750,338.0
1.94050,291.0
1.94350,283.0
1.94650,257.0
1.94950,207.0
1.95250,198.0
1.95550,199.0
1.95850,187.0
1.96150,130.0
1.96450,129.0
1.96750,106.0
1.97050,80.0
1.97350,61.0
1.97650,49.0
1.97950,48.0
1.98250,28.0
1.98550,32.0
1.98850,25.0
1.99150,34.0
1.99450,36.0
1.99750,46.0
2.00050,38.0
2.00350,53.0
2.00650,65.0
2.00950,66.0
2.01250,100.0
2.01550,96.0
2.01850,140.0
2.02150,121.0
2.02450,156.0
2.02750,185.0
2.03050,167.0
2.03350,209.0
2.03650,233.0
2.03950,246.0
2.04250,223.0
2.04550,286.0
2.04850,248.0
2.05150,268.0
2.05450,298.0
2.05750,293.0
2.06050,264.0
2.06350,281.0
2.06650,310.0
2.06950,312.0
2.07250,310.0
2.07550,300.0
2.07850,295.0
2.08150,269.0
2.08450,284.0
2.08750,267.0
2.09050,249.0
2.09350,256.0
2.09650,225.0
2.09950,190.0
2.10250,186.0
2.10550,173.0
2.10850,156.0
2.11150,139.0
2.11450,116.0
2.11750,94.0
2.12050,102.0
2.12350,86.0
2.12650,70.0
2.12950,55.0
2.13250,44.0
2.13550,51.0
2.13850,33.0
2.14150,37.0
2.14450,25.0
2.14750,15.0
2.15050,11.0
2.15350,19.0
2.15650,30.0
2.15950,16.0
2.16250,32.0
2.16550,33.0
2.16850,33.0
2.17150,49.0
2.17450,53.0
2.17750,58.0
2.18050,62.0
2.18350,76.0
2.18650,82.0
2.18950,106.0
2.19250,99.0
2.19550,122.0
2.19850,121.0
2.20150,132.0
2.20450,119.0
2.20750,127.0
2.21050,163.0
2.21350,139.0
2.21650,153.0
2.21950,183.0
2.22250,169.0
2.22550,210.0
2.22850,154.0
2.23150,182.0
2.23450,206.0
2.23750,169.0
2.24050,199.0
2.24350,167.0
2.24650,167.0
2.24950,164.0
2.25250,163.0
2.25550,159.0
2.25850,142.0
2.26150,134.0
2.26450,123.0
2.26750,133.0
2.27050,112.0
2.27350,114.0
2.27650,100.0
2.27950,79.0
2.28250,88.0
2.28550,53.0
2.28850,58.0
2.29150,69.0
2.29450,44.0
2.29750,46.0
2.30050,41.0
2.30350,26.0
2.30650,28.0
2.30950,29.0
2.31250,39.0
2.31550,26.0
2.31850,21.0
2.32150,26.0
2.32450,17.0
2.32750,18.0
2.33050,15.0
2.33350,27.0
2.33650,24.0
2.33950,27.0
2.34250,35.0
2.34550,50.0
2.34850,43.0
2.35150,56.0
2.35450,39.0
2.35750,43.0
2.36050,58.0
2.36350,82.0
2.36650,78.0
2.36950,70.0
2.37250,72.0
2.37550,71.0
2.37850,105.0
2.38150,96.0
2.38450,109.0
2.38750,84.0
2.39050,106.0
2.39350,98.0
2.39650,109.0
2.39950,107.0
2.40250,104.0
2.40550,136.0
2.40850,94.0
2.41150,100.0
2.41450,100.0
2.41750,104.0
2.42050,98.0
2.42350,88.0
2.42650,95.0
2.42950,81.0
2.43250,99.0
2.43550,85.0
2.43850,89.0
2.44150,86.0
2.44450,80.0
2.44750,50.0
2.45050,71.0
2.45350,60.0
2.45650,60.0
2.45950,45.0
2.46250,31.0
2.46550,43.0
2.46850,30.0
2.47150,34.0
2.47450,30.0
2.47750,21.0
2.48050,21.0
2.48350,15.0
2.48650,17.0
2.48950,17.0
2.49250,16.0
2.49550,24.0
2.49850,18.0
2.50150,17.0
2.50450,21.0
