# fit,CoC4-expert-full-fit,stored_as,author-fit-P2-04-full-fit.xrcx,min_limit,1.600E-06
two_theta_deg,measured_reflectivity,fitted_reflectivity
1.275,1.856600E-04,2.467800E-04
1.276,1.633800E-04,2.132400E-04
1.278,1.454700E-04,1.820000E-04
1.279,1.308300E-04,1.547500E-04
1.281,1.341100E-04,1.329100E-04
1.282,1.430700E-04,1.175800E-04
1.284,1.533300E-04,1.094500E-04
1.285,1.708100E-04,1.088100E-04
1.287,1.950500E-04,1.155200E-04
1.288,2.219200E-04,1.290400E-04
1.290,2.492200E-04,1.484200E-04
1.291,2.745600E-04,1.724300E-04
1.293,3.001100E-04,1.995800E-04
1.294,3.184600E-04,2.281900E-04
1.296,3.265400E-04,2.565400E-04
1.297,3.365900E-04,2.829100E-04
1.299,3.418300E-04,3.057200E-04
1.300,3.372400E-04,3.236300E-04
1.302,3.324400E-04,3.355800E-04
1.303,3.158400E-04,3.408700E-04
1.305,3.016400E-04,3.392000E-04
1.306,2.804500E-04,3.306900E-04
1.308,2.577400E-04,3.158200E-04
1.309,2.280300E-04,2.954600E-04
1.311,2.002900E-04,2.707500E-04
1.312,1.802000E-04,2.430900E-04
1.314,1.568300E-04,2.140200E-04
1.315,1.389200E-04,1.851400E-04
1.317,1.214400E-04,1.580300E-04
1.318,1.146700E-04,1.341600E-04
1.320,1.098700E-04,1.148200E-04
1.321,1.107400E-04,1.010000E-04
1.323,1.196900E-04,9.340600E-05
1.324,1.323600E-04,9.236800E-05
1.326,1.544200E-04,9.783700E-05
1.327,1.832600E-04,1.093900E-04
1.329,2.136200E-04,1.262500E-04
1.330,2.383000E-04,1.473400E-04
1.332,2.612300E-04,1.713700E-04
1.333,2.885300E-04,1.968700E-04
1.335,2.968300E-04,2.223200E-04
1.336,2.992400E-04,2.462200E-04
1.338,3.053500E-04,2.671700E-04
1.339,3.055700E-04,2.839400E-04
1.341,3.057900E-04,2.955600E-04
1.342,2.907200E-04,3.013600E-04
1.344,2.776100E-04,3.009800E-04
1.345,2.603600E-04,2.944500E-04
1.347,2.302200E-04,2.821400E-04
1.348,2.048800E-04,2.647400E-04
1.350,1.751700E-04,2.432300E-04
1.351,1.507100E-04,2.188300E-04
1.353,1.277800E-04,1.929100E-04
1.354,1.118300E-04,1.669400E-04
1.356,1.011300E-04,1.423500E-04
1.357,9.479500E-05,1.205200E-04
1.359,9.173700E-05,1.026500E-04
1.360,8.955300E-05,8.967900E-05
1.362,9.872600E-05,8.230000E-05
1.363,1.124900E-04,8.086000E-05
1.365,1.277800E-04,8.536900E-05
1.366,1.441600E-04,9.550000E-05
1.368,1.701500E-04,1.106100E-04
1.369,1.928700E-04,1.297600E-04
1.371,2.184200E-04,1.518100E-04
1.372,2.380800E-04,1.754600E-04
1.374,2.618900E-04,1.992900E-04
1.375,2.800200E-04,2.219400E-04
1.377,2.900600E-04,2.420800E-04
1.378,3.025100E-04,2.585500E-04
1.380,2.964000E-04,2.703900E-04
1.381,2.870100E-04,2.769300E-04
1.383,2.721500E-04,2.777900E-04
1.384,2.540200E-04,2.729000E-04
1.386,2.337100E-04,2.625500E-04
1.387,2.057500E-04,2.473100E-04
1.389,1.839100E-04,2.280500E-04
1.390,1.598800E-04,2.058400E-04
1.392,1.352000E-04,1.819500E-04
1.393,1.148900E-04,1.577200E-04
1.395,9.435800E-05,1.345000E-04
1.396,8.168900E-05,1.136100E-04
1.398,7.753900E-05,9.618800E-05
1.399,7.819500E-05,8.321200E-05
1.401,8.452900E-05,7.538600E-05
1.402,1.024400E-04,7.312700E-05
1.404,1.186000E-04,7.654000E-05
1.405,1.387000E-04,8.541000E-05
1.407,1.592300E-04,9.921700E-05
1.408,1.871900E-04,1.171600E-04
1.410,2.090300E-04,1.382100E-04
1.411,2.254100E-04,1.611600E-04
1.413,2.428800E-04,1.846700E-04
1.414,2.677800E-04,2.074000E-04
1.416,2.841700E-04,2.280300E-04
1.417,2.867900E-04,2.453800E-04
1.419,2.955200E-04,2.584400E-04
1.420,2.964000E-04,2.664700E-04
1.422,2.830700E-04,2.690100E-04
1.423,2.623200E-04,2.658900E-04
1.425,2.398300E-04,2.572800E-04
1.426,2.192900E-04,2.436800E-04
1.428,1.871900E-04,2.258500E-04
1.429,1.590100E-04,2.048000E-04
1.431,1.448100E-04,1.817300E-04
1.432,1.227500E-04,1.579700E-04
1.434,1.026600E-04,1.348800E-04
1.435,8.627600E-05,1.137800E-04
1.437,7.753900E-05,9.587700E-05
1.438,7.207900E-05,8.220100E-05
1.440,6.880300E-05,7.354100E-05
1.441,7.601000E-05,7.040500E-05
1.443,9.195500E-05,7.299100E-05
1.444,1.168600E-04,8.117700E-05
1.446,1.382600E-04,9.453200E-05
1.447,1.653400E-04,1.123400E-04
1.449,1.950500E-04,1.336200E-04
1.450,2.223500E-04,1.572000E-04
1.452,2.439800E-04,1.817900E-04
1.453,2.638500E-04,2.060000E-04
1.455,2.876600E-04,2.284700E-04
1.456,3.033900E-04,2.479200E-04
1.458,3.095000E-04,2.632300E-04
1.459,3.110300E-04,2.735300E-04
1.461,3.064400E-04,2.782200E-04
1.462,2.867900E-04,2.770200E-04
1.464,2.664700E-04,2.700000E-04
1.465,2.404800E-04,2.575500E-04
1.467,2.134000E-04,2.403700E-04
1.468,1.850000E-04,2.194300E-04
1.470,1.592300E-04,1.959400E-04
1.471,1.408800E-04,1.712300E-04
1.473,1.192600E-04,1.467500E-04
1.474,1.020000E-04,1.239200E-04
1.476,9.130000E-05,1.041000E-04
1.477,8.693200E-05,8.849200E-05
1.479,8.496600E-05,7.806300E-05
1.480,8.518400E-05,7.351600E-05
1.482,9.588700E-05,7.522100E-05
1.483,1.116100E-04,8.320300E-05
1.485,1.308300E-04,9.712700E-05
1.486,1.553000E-04,1.163200E-04
1.488,1.850000E-04,1.398100E-04
1.489,2.199500E-04,1.663600E-04
1.491,2.566400E-04,1.945700E-04
1.492,2.854800E-04,2.229000E-04
1.494,3.112500E-04,2.498200E-04
1.495,3.234800E-04,2.738300E-04
1.497,3.271900E-04,2.936000E-04
1.498,3.285100E-04,3.080000E-04
1.500,3.213000E-04,3.162000E-04
1.501,3.086300E-04,3.177100E-04
1.503,2.964000E-04,3.124200E-04
1.504,2.760800E-04,3.006000E-04
1.506,2.592700E-04,2.829000E-04
1.507,2.275900E-04,2.603200E-04
1.509,2.000700E-04,2.341600E-04
1.510,1.751700E-04,2.059500E-04
1.512,1.465600E-04,1.773800E-04
1.513,1.299600E-04,1.501700E-04
1.515,1.081200E-04,1.260500E-04
1.516,9.960000E-05,1.065500E-04
1.518,8.846000E-05,9.303300E-05
1.519,8.911600E-05,8.651600E-05
1.521,1.000400E-04,8.766500E-05
1.522,1.138000E-04,9.673400E-05
1.524,1.430700E-04,1.135400E-04
1.525,1.740800E-04,1.374800E-04
1.527,2.101200E-04,1.675100E-04
1.528,2.557700E-04,2.022500E-04
1.530,2.981400E-04,2.400200E-04
1.531,3.324400E-04,2.789100E-04
1.533,3.636700E-04,3.169300E-04
1.534,3.953400E-04,3.520600E-04
1.536,4.211200E-04,3.824000E-04
1.537,4.335700E-04,4.062800E-04
1.539,4.344400E-04,4.223400E-04
1.540,4.388100E-04,4.296200E-04
1.542,4.311600E-04,4.276400E-04
1.543,4.082300E-04,4.164400E-04
1.545,3.844200E-04,3.965800E-04
1.546,3.494700E-04,3.691600E-04
1.548,3.180200E-04,3.357600E-04
1.549,2.841700E-04,2.984000E-04
1.551,2.431000E-04,2.593900E-04
1.552,2.118700E-04,2.212700E-04
1.554,1.799800E-04,1.866100E-04
1.555,1.594500E-04,1.579300E-04
1.557,1.450300E-04,1.375300E-04
1.558,1.402300E-04,1.273700E-04
1.560,1.581400E-04,1.289600E-04
1.561,1.815100E-04,1.432700E-04
1.563,2.203900E-04,1.706200E-04
1.564,2.721500E-04,2.106700E-04
1.566,3.398600E-04,2.623800E-04
1.567,4.219900E-04,3.240000E-04
1.569,5.080500E-04,3.932100E-04
1.570,6.024000E-04,4.671300E-04
1.572,6.851900E-04,5.425000E-04
1.573,7.579200E-04,6.158000E-04
1.575,8.251900E-04,6.834300E-04
1.576,8.806700E-04,7.419300E-04
1.578,9.169300E-04,7.881200E-04
1.579,9.339700E-04,8.193500E-04
1.581,9.453300E-04,8.336900E-04
1.582,9.512200E-04,8.300600E-04
1.584,9.300400E-04,8.083900E-04
1.585,8.891900E-04,7.697200E-04
1.587,8.398300E-04,7.162500E-04
1.588,7.806400E-04,6.512900E-04
1.590,7.065900E-04,5.792700E-04
1.591,6.233700E-04,5.056100E-04
1.593,5.434300E-04,4.365700E-04
1.594,4.851100E-04,3.790700E-04
1.596,4.379300E-04,3.405100E-04
1.597,4.130300E-04,3.284800E-04
1.599,4.195900E-04,3.505300E-04
1.600,4.702600E-04,4.138700E-04
1.602,5.663700E-04,5.250500E-04
1.603,7.044100E-04,6.897100E-04
1.605,8.922500E-04,9.122700E-04
1.606,1.158700E-03,1.195700E-03
1.608,1.493800E-03,1.541400E-03
1.609,1.879900E-03,1.949000E-03
1.611,2.318500E-03,2.416200E-03
1.612,2.806100E-03,2.938900E-03
1.614,3.330300E-03,3.511200E-03
1.615,3.912800E-03,4.125300E-03
1.617,4.502300E-03,4.772000E-03
1.618,5.107300E-03,5.440500E-03
1.620,5.759300E-03,6.119000E-03
1.621,6.432300E-03,6.794800E-03
1.623,7.074200E-03,7.455100E-03
1.624,7.639900E-03,8.087000E-03
1.626,8.189000E-03,8.678300E-03
1.627,8.723500E-03,9.217100E-03
1.629,9.192200E-03,9.693000E-03
1.630,9.594100E-03,1.009700E-02
1.632,9.976600E-03,1.042000E-02
1.633,1.028100E-02,1.065600E-02
1.635,1.049300E-02,1.080100E-02
1.636,1.061900E-02,1.085300E-02
1.638,1.060000E-02,1.081100E-02
1.639,1.047900E-02,1.067600E-02
1.641,1.025600E-02,1.045200E-02
1.642,9.998200E-03,1.014400E-02
1.644,9.682400E-03,9.760100E-03
1.645,9.291200E-03,9.307500E-03
1.647,8.832900E-03,8.796100E-03
1.648,8.338400E-03,8.236400E-03
1.650,7.799800E-03,7.639400E-03
1.651,7.221900E-03,7.016700E-03
1.653,6.631500E-03,6.379500E-03
1.654,6.009900E-03,5.738900E-03
1.656,5.454000E-03,5.105500E-03
1.657,4.892800E-03,4.488900E-03
1.659,4.341100E-03,3.897800E-03
1.660,3.782800E-03,3.339700E-03
1.662,3.254300E-03,2.820800E-03
1.663,2.775500E-03,2.346200E-03
1.665,2.317900E-03,1.919200E-03
1.666,1.898700E-03,1.542000E-03
1.668,1.545300E-03,1.215200E-03
1.669,1.254800E-03,9.381900E-04
1.671,9.872600E-04,7.092500E-04
1.672,7.596700E-04,5.255800E-04
1.674,5.781600E-04,3.835800E-04
1.675,4.302900E-04,2.790200E-04
1.677,3.215200E-04,2.072400E-04
1.678,2.354600E-04,1.632900E-04
1.680,1.854400E-04,1.421500E-04
1.681,1.485300E-04,1.389000E-04
1.683,1.389200E-04,1.488000E-04
1.684,1.406600E-04,1.675000E-04
1.686,1.382600E-04,1.910600E-04
1.687,1.559500E-04,2.161000E-04
1.689,1.714600E-04,2.398200E-04
1.690,1.952700E-04,2.600200E-04
1.692,2.055300E-04,2.751100E-04
1.693,2.208200E-04,2.840900E-04
1.695,2.341500E-04,2.865000E-04
1.696,2.361100E-04,2.823500E-04
1.698,2.326200E-04,2.720800E-04
1.699,2.234400E-04,2.564300E-04
1.701,2.112100E-04,2.363900E-04
1.702,1.963600E-04,2.130900E-04
1.704,1.786700E-04,1.877400E-04
1.705,1.572600E-04,1.615600E-04
1.707,1.402300E-04,1.356800E-04
1.708,1.225300E-04,1.111200E-04
1.710,1.039700E-04,8.875700E-05
1.711,8.758700E-05,6.927400E-05
1.713,7.535500E-05,5.315600E-05
1.714,6.181300E-05,4.067600E-05
1.716,5.547900E-05,3.190500E-05
1.717,5.067400E-05,2.672400E-05
1.719,4.608700E-05,2.484300E-05
1.720,4.368400E-05,2.583700E-05
1.722,4.390300E-05,2.917700E-05
1.723,4.848900E-05,3.427300E-05
1.725,5.045500E-05,4.050600E-05
1.726,4.980000E-05,4.726700E-05
1.728,5.351300E-05,5.398400E-05
1.729,5.722600E-05,6.015000E-05
1.731,6.028400E-05,6.534000E-05
1.732,6.312400E-05,6.922800E-05
1.734,6.334200E-05,7.159300E-05
1.735,6.792900E-05,7.231900E-05
1.737,6.552600E-05,7.139500E-05
1.738,6.487100E-05,6.890600E-05
1.740,6.421600E-05,6.502000E-05
1.741,6.093900E-05,5.996900E-05
1.743,5.657100E-05,5.403800E-05
1.744,4.980000E-05,4.754000E-05
1.746,4.499500E-05,4.079900E-05
1.747,3.975300E-05,3.413200E-05
1.749,3.341800E-05,2.783300E-05
1.750,2.642900E-05,2.215800E-05
1.752,2.358900E-05,1.731400E-05
1.753,2.162400E-05,1.345200E-05
1.755,1.878400E-05,1.066100E-05
1.756,1.660000E-05,8.968300E-06
1.758,1.485300E-05,8.341000E-06
1.759,1.419700E-05,8.692200E-06
1.761,1.266800E-05,9.889400E-06
1.762,1.245000E-05,1.176500E-05
1.764,1.550800E-05,1.412600E-05
1.765,1.725500E-05,1.677100E-05
1.767,2.053200E-05,1.949500E-05
1.768,2.380800E-05,2.210600E-05
1.770,2.686600E-05,2.443200E-05
1.771,2.839500E-05,2.632700E-05
1.773,3.014200E-05,2.768300E-05
1.774,3.123400E-05,2.842400E-05
1.776,3.210800E-05,2.851600E-05
1.777,3.057900E-05,2.796500E-05
1.779,2.970500E-05,2.680900E-05
1.780,3.014200E-05,2.512200E-05
1.782,2.817600E-05,2.300300E-05
1.783,2.642900E-05,2.056800E-05
1.785,2.380800E-05,1.794900E-05
1.786,2.206100E-05,1.528100E-05
1.788,2.009500E-05,1.269300E-05
1.789,1.660000E-05,1.030700E-05
1.791,1.376100E-05,8.222200E-06
1.792,1.113900E-05,6.519400E-06
1.794,8.736800E-06,5.251200E-06
1.795,7.426300E-06,4.444500E-06
1.797,6.989500E-06,4.101100E-06
1.798,5.897400E-06,4.200000E-06
1.800,6.115800E-06,4.700400E-06
1.801,6.334200E-06,5.543700E-06
1.803,6.989500E-06,6.656700E-06
1.804,7.644700E-06,7.954400E-06
1.806,7.644700E-06,9.344800E-06
1.807,8.300000E-06,1.073400E-05
1.809,1.048400E-05,1.203300E-05
1.810,1.179500E-05,1.315900E-05
1.812,1.223200E-05,1.404700E-05
1.813,1.201300E-05,1.464400E-05
1.815,1.245000E-05,1.492100E-05
1.816,1.376100E-05,1.486300E-05
1.818,1.179500E-05,1.448000E-05
1.819,1.135800E-05,1.379500E-05
1.821,1.070300E-05,1.285100E-05
1.822,1.113900E-05,1.170100E-05
1.824,1.135800E-05,1.041100E-05
1.825,1.026600E-05,9.051100E-06
1.827,9.828900E-06,7.694200E-06
1.828,9.173700E-06,6.410100E-06
1.830,8.955300E-06,5.260800E-06
1.831,7.426300E-06,4.295900E-06
1.833,6.115800E-06,3.549900E-06
1.834,5.242100E-06,3.042500E-06
1.836,5.023700E-06,2.779600E-06
1.837,4.150000E-06,2.756600E-06
1.839,2.839500E-06,2.960700E-06
1.840,4.368400E-06,3.371600E-06
1.842,4.805300E-06,3.961200E-06
1.843,5.460500E-06,4.692700E-06
1.845,6.771000E-06,5.521000E-06
1.846,7.644700E-06,6.394000E-06
1.848,9.828900E-06,7.256100E-06
1.849,8.736800E-06,8.052700E-06
1.851,8.955300E-06,8.733600E-06
1.852,8.518400E-06,9.257400E-06
1.854,8.736800E-06,9.593100E-06
1.855,8.300000E-06,9.721900E-06
1.857,6.552600E-06,9.637500E-06
1.858,7.644700E-06,9.346500E-06
1.860,6.989500E-06,8.867100E-06
1.861,7.426300E-06,8.228500E-06
1.863,5.897400E-06,7.468800E-06
1.864,5.897400E-06,6.633300E-06
1.866,5.897400E-06,5.770900E-06
1.867,5.242100E-06,4.930600E-06
1.869,5.897400E-06,4.157300E-06
1.870,5.460500E-06,3.488200E-06
1.872,5.023700E-06,2.949700E-06
1.873,4.368400E-06,2.557600E-06
1.875,4.150000E-06,2.318000E-06
1.876,3.276300E-06,2.231000E-06
1.878,2.184200E-06,2.292800E-06
1.879,1.747400E-06,2.497300E-06
1.881,2.184200E-06,2.835100E-06
1.882,2.839500E-06,3.291400E-06
1.884,2.621100E-06,3.844000E-06
1.885,2.839500E-06,4.462500E-06
1.887,3.931600E-06,5.109700E-06
1.888,5.023700E-06,5.744700E-06
1.890,4.805300E-06,6.326300E-06
1.891,4.586800E-06,6.817300E-06
1.893,5.460500E-06,7.186800E-06
1.894,6.334200E-06,7.412100E-06
1.896,5.460500E-06,7.480100E-06
1.897,5.023700E-06,7.387300E-06
1.899,5.242100E-06,7.139800E-06
1.900,4.805300E-06,6.753200E-06
1.902,4.586800E-06,6.251400E-06
1.903,3.713200E-06,5.665800E-06
1.905,4.368400E-06,5.033000E-06
1.906,4.150000E-06,4.392000E-06
1.908,3.713200E-06,3.780900E-06
1.909,3.494700E-06,3.232900E-06
1.911,3.057900E-06,2.773500E-06
1.912,3.276300E-06,2.418700E-06
1.914,2.402600E-06,2.175900E-06
1.915,2.184200E-06,2.046500E-06
1.917,2.402600E-06,2.029000E-06
1.918,2.402600E-06,2.121200E-06
1.920,2.621100E-06,2.320600E-06
1.921,2.184200E-06,2.622500E-06
1.923,2.184200E-06,3.017500E-06
1.924,3.057900E-06,3.489100E-06
1.926,3.276300E-06,4.012800E-06
1.927,4.368400E-06,4.557500E-06
1.929,4.586800E-06,5.088600E-06
1.930,5.460500E-06,5.571200E-06
1.932,6.115800E-06,5.973700E-06
1.933,5.460500E-06,6.270100E-06
1.935,5.460500E-06,6.441800E-06
1.936,5.023700E-06,6.478400E-06
1.938,5.242100E-06,6.377800E-06
1.939,4.586800E-06,6.146700E-06
1.941,4.586800E-06,5.799900E-06
1.942,4.150000E-06,5.359600E-06
1.944,4.150000E-06,4.854300E-06
1.945,3.494700E-06,4.316600E-06
1.947,3.057900E-06,3.780600E-06
1.948,3.494700E-06,3.278300E-06
1.950,2.839500E-06,2.836800E-06
1.951,3.057900E-06,2.475200E-06
1.953,2.621100E-06,2.204600E-06
1.954,2.621100E-06,2.029100E-06
1.956,2.839500E-06,1.948800E-06
1.957,2.184200E-06,1.962500E-06
1.959,2.621100E-06,2.069700E-06
1.960,2.621100E-06,2.269800E-06
1.962,3.057900E-06,2.560500E-06
1.963,3.713200E-06,2.934300E-06
1.965,3.276300E-06,3.376700E-06
1.966,3.494700E-06,3.865000E-06
1.968,3.931600E-06,4.370300E-06
1.969,3.713200E-06,4.860000E-06
1.971,3.931600E-06,5.301300E-06
1.972,3.931600E-06,5.664600E-06
1.974,4.150000E-06,5.925800E-06
1.975,4.150000E-06,6.067700E-06
1.977,3.713200E-06,6.081300E-06
1.978,4.586800E-06,5.965900E-06
1.980,4.368400E-06,5.728900E-06
1.981,4.368400E-06,5.385900E-06
1.983,4.368400E-06,4.959500E-06
1.984,4.586800E-06,4.478000E-06
1.986,4.150000E-06,3.973400E-06
1.987,3.713200E-06,3.478400E-06
1.989,3.931600E-06,3.023000E-06
1.990,3.494700E-06,2.631100E-06
1.992,3.276300E-06,2.318800E-06
1.993,2.839500E-06,2.094600E-06
1.995,3.057900E-06,1.960600E-06
1.996,2.839500E-06,1.916600E-06
1.998,2.184200E-06,1.961600E-06
1.999,1.965800E-06,2.096100E-06
2.001,1.747400E-06,2.320200E-06
2.002,2.621100E-06,2.631600E-06
2.004,2.402600E-06,3.021900E-06
2.005,3.057900E-06,3.475300E-06
2.007,4.150000E-06,3.968100E-06
2.008,4.368400E-06,4.470600E-06
2.010,5.460500E-06,4.950200E-06
2.011,5.023700E-06,5.375100E-06
2.013,5.897400E-06,5.716900E-06
2.014,5.678900E-06,5.953200E-06
2.016,4.805300E-06,6.068800E-06
2.017,4.586800E-06,6.056200E-06
2.019,3.713200E-06,5.916500E-06
2.020,3.713200E-06,5.658400E-06
2.022,3.276300E-06,5.298700E-06
2.023,2.839500E-06,4.861100E-06
2.025,3.057900E-06,4.374600E-06
2.026,3.276300E-06,3.871500E-06
2.028,3.057900E-06,3.384100E-06
2.029,2.621100E-06,2.941300E-06
2.031,2.402600E-06,2.565900E-06
2.032,2.184200E-06,2.272500E-06
2.034,1.747400E-06,2.068600E-06
2.035,1.747400E-06,1.956700E-06
2.037,1.747400E-06,1.936900E-06
2.038,2.402600E-06,2.009800E-06
2.040,3.276300E-06,2.176600E-06
2.041,4.150000E-06,2.437500E-06
2.043,4.150000E-06,2.788900E-06
2.044,4.368400E-06,3.220200E-06
2.046,4.805300E-06,3.712700E-06
2.047,4.150000E-06,4.239600E-06
2.049,3.713200E-06,4.768700E-06
2.050,3.276300E-06,5.266000E-06
2.052,3.276300E-06,5.698400E-06
2.053,3.276300E-06,6.037600E-06
2.055,3.057900E-06,6.261500E-06
2.056,3.276300E-06,6.355500E-06
2.058,3.276300E-06,6.313500E-06
2.059,3.276300E-06,6.138100E-06
2.061,3.494700E-06,5.840200E-06
2.062,3.276300E-06,5.439100E-06
2.064,3.494700E-06,4.961300E-06
2.065,3.494700E-06,4.438500E-06
2.067,3.494700E-06,3.905600E-06
2.068,3.057900E-06,3.396500E-06
2.070,3.057900E-06,2.941000E-06
2.071,3.713200E-06,2.562000E-06
2.073,3.713200E-06,2.274200E-06
2.074,3.494700E-06,2.085300E-06
2.076,3.276300E-06,1.998300E-06
2.077,3.494700E-06,2.014700E-06
2.079,3.276300E-06,2.135900E-06
2.080,3.057900E-06,2.362800E-06
2.082,3.494700E-06,2.694000E-06
2.083,3.931600E-06,3.122100E-06
2.085,3.713200E-06,3.631800E-06
2.086,3.494700E-06,4.198700E-06
2.088,4.150000E-06,4.791000E-06
2.089,4.586800E-06,5.372600E-06
2.091,3.931600E-06,5.906600E-06
2.092,4.150000E-06,6.358800E-06
2.094,5.023700E-06,6.700500E-06
2.095,5.678900E-06,6.910200E-06
2.097,5.460500E-06,6.974600E-06
2.098,4.805300E-06,6.889600E-06
2.100,4.586800E-06,6.659800E-06
2.101,3.931600E-06,6.299100E-06
2.103,2.839500E-06,5.830200E-06
2.104,2.402600E-06,5.283100E-06
2.106,1.965800E-06,4.693500E-06
2.107,1.747400E-06,4.099600E-06
2.109,1.747400E-06,3.538500E-06
2.110,2.402600E-06,3.042500E-06
2.112,2.621100E-06,2.636400E-06
2.113,2.402600E-06,2.336800E-06
2.115,2.621100E-06,2.153100E-06
2.116,3.057900E-06,2.090100E-06
2.118,3.276300E-06,2.150800E-06
2.119,2.839500E-06,2.337300E-06
2.121,3.931600E-06,2.649500E-06
2.122,5.897400E-06,3.082600E-06
2.124,6.552600E-06,3.624000E-06
2.125,7.426300E-06,4.251400E-06
2.127,8.081600E-06,4.932800E-06
2.128,9.392100E-06,5.629700E-06
2.130,8.955300E-06,6.299800E-06
2.131,8.300000E-06,6.901700E-06
2.133,9.392100E-06,7.397900E-06
2.134,8.081600E-06,7.757800E-06
2.136,9.610500E-06,7.959200E-06
2.137,8.955300E-06,7.989600E-06
2.139,9.392100E-06,7.846700E-06
2.140,9.392100E-06,7.538900E-06
2.142,8.081600E-06,7.084600E-06
2.143,8.081600E-06,6.511800E-06
2.145,6.334200E-06,5.856500E-06
2.146,6.115800E-06,5.160300E-06
2.148,5.023700E-06,4.467200E-06
2.149,4.150000E-06,3.819600E-06
2.151,3.494700E-06,3.254600E-06
2.152,3.276300E-06,2.801600E-06
2.154,2.839500E-06,2.481100E-06
2.155,2.184200E-06,2.306300E-06
2.157,3.276300E-06,2.284900E-06
2.158,4.586800E-06,2.421400E-06
2.160,6.334200E-06,2.717000E-06
2.161,7.426300E-06,3.168100E-06
2.163,7.863200E-06,3.763400E-06
2.164,1.004700E-05,4.481300E-06
2.166,1.070300E-05,5.289500E-06
2.167,9.610500E-06,6.146100E-06
2.169,1.048400E-05,7.002900E-06
2.170,1.070300E-05,7.809900E-06
2.172,1.092100E-05,8.518800E-06
2.173,9.610500E-06,9.087100E-06
2.175,8.955300E-06,9.480800E-06
2.176,1.048400E-05,9.675900E-06
2.178,9.173700E-06,9.660200E-06
2.179,9.173700E-06,9.433700E-06
2.181,8.955300E-06,9.009300E-06
2.182,9.392100E-06,8.411600E-06
2.184,8.955300E-06,7.676500E-06
2.185,8.081600E-06,6.849100E-06
2.187,7.207900E-06,5.980600E-06
2.188,6.334200E-06,5.124800E-06
2.190,6.989500E-06,4.333700E-06
2.191,6.115800E-06,3.654000E-06
2.193,6.552600E-06,3.123600E-06
2.194,5.678900E-06,2.771200E-06
2.196,7.207900E-06,2.616300E-06
2.197,8.300000E-06,2.671400E-06
2.199,8.736800E-06,2.941900E-06
2.200,9.392100E-06,3.425900E-06
2.202,1.004700E-05,4.111900E-06
2.203,1.135800E-05,4.976600E-06
2.205,1.026600E-05,5.984000E-06
2.206,1.070300E-05,7.085600E-06
2.208,1.135800E-05,8.224300E-06
2.209,1.376100E-05,9.337700E-06
2.211,1.397900E-05,1.036300E-05
2.212,1.397900E-05,1.124300E-05
2.214,1.507100E-05,1.192600E-05
2.215,1.441600E-05,1.237200E-05
2.217,1.310500E-05,1.255500E-05
2.218,1.179500E-05,1.246300E-05
2.220,1.245000E-05,1.209800E-05
2.221,1.223200E-05,1.148200E-05
2.223,1.223200E-05,1.064700E-05
2.224,1.245000E-05,9.642500E-06
2.226,1.245000E-05,8.527900E-06
2.227,1.070300E-05,7.370900E-06
2.229,9.392100E-06,6.242800E-06
2.230,9.173700E-06,5.213700E-06
2.232,7.863200E-06,4.347500E-06
2.233,7.863200E-06,3.698300E-06
2.235,7.644700E-06,3.308200E-06
2.236,8.081600E-06,3.207100E-06
2.238,7.644700E-06,3.412500E-06
2.239,7.644700E-06,3.929200E-06
2.241,8.518400E-06,4.748100E-06
2.242,9.392100E-06,5.844100E-06
2.244,1.092100E-05,7.175200E-06
2.245,1.354200E-05,8.682500E-06
2.247,1.572600E-05,1.029300E-05
2.248,1.747400E-05,1.192500E-05
2.250,1.943900E-05,1.349200E-05
2.251,2.227900E-05,1.490700E-05
2.253,2.337100E-05,1.609300E-05
2.254,2.337100E-05,1.698300E-05
2.256,2.293400E-05,1.752600E-05
2.257,2.293400E-05,1.768700E-05
2.259,2.249700E-05,1.745600E-05
2.260,1.987600E-05,1.684200E-05
2.262,1.878400E-05,1.587700E-05
2.263,1.834700E-05,1.461400E-05
2.265,1.638200E-05,1.312600E-05
2.266,1.419700E-05,1.150100E-05
2.268,1.266800E-05,9.837200E-06
2.269,1.179500E-05,8.238800E-06
2.271,1.092100E-05,6.808200E-06
2.272,8.300000E-06,5.640400E-06
2.274,9.392100E-06,4.818200E-06
2.275,9.828900E-06,4.408000E-06
2.277,1.004700E-05,4.456600E-06
2.278,1.004700E-05,4.989500E-06
2.280,9.828900E-06,6.008700E-06
2.281,1.004700E-05,7.490800E-06
2.283,1.223200E-05,9.386600E-06
2.284,1.550800E-05,1.162100E-05
2.286,1.834700E-05,1.409700E-05
2.287,1.943900E-05,1.669800E-05
2.289,2.206100E-05,1.929500E-05
2.290,2.664700E-05,2.175700E-05
2.292,2.708400E-05,2.395300E-05
2.293,2.730300E-05,2.576400E-05
2.295,2.752100E-05,2.708800E-05
2.296,3.014200E-05,2.784900E-05
2.298,3.036100E-05,2.799600E-05
2.299,2.948700E-05,2.751700E-05
2.301,2.926800E-05,2.643200E-05
2.302,2.817600E-05,2.479600E-05
2.304,2.730300E-05,2.270100E-05
2.305,2.446300E-05,2.026700E-05
2.307,2.118700E-05,1.763900E-05
2.308,1.900300E-05,1.498300E-05
2.310,1.681800E-05,1.247100E-05
2.311,1.616300E-05,1.027800E-05
2.313,1.332400E-05,8.569000E-06
2.314,1.201300E-05,7.490800E-06
2.316,1.572600E-05,7.163000E-06
