# fit,CoC4-expert-full-fit,stored_as,author-fit-P2-04-full-fit.xrcx,min_limit,1.600E-06
two_theta_deg,measured_reflectivity,fitted_reflectivity
2.317,1.616300E-05,7.670300E-06
2.319,1.791100E-05,9.056100E-06
2.320,1.791100E-05,1.131800E-05
2.322,2.271600E-05,1.440600E-05
2.323,2.948700E-05,1.822200E-05
2.325,3.254500E-05,2.262200E-05
2.326,3.778700E-05,2.742500E-05
2.328,4.455800E-05,3.241500E-05
2.329,5.089200E-05,3.736000E-05
2.331,5.831800E-05,4.201600E-05
2.332,5.919200E-05,4.614600E-05
2.334,6.530800E-05,4.953200E-05
2.335,6.618200E-05,5.198400E-05
2.337,6.618200E-05,5.335700E-05
2.338,6.661800E-05,5.355900E-05
2.340,6.596300E-05,5.255800E-05
2.341,6.923900E-05,5.039100E-05
2.343,6.399700E-05,4.716600E-05
2.344,6.246800E-05,4.306100E-05
2.346,5.962900E-05,3.831900E-05
2.347,5.831800E-05,3.324000E-05
2.349,5.154700E-05,2.816500E-05
2.350,4.346600E-05,2.346400E-05
2.352,3.844200E-05,1.951600E-05
2.353,3.603900E-05,1.668800E-05
2.355,3.145300E-05,1.531800E-05
2.356,3.036100E-05,1.569100E-05
2.358,3.145300E-05,1.802500E-05
2.359,3.625800E-05,2.245200E-05
2.361,4.630500E-05,2.900200E-05
2.362,5.678900E-05,3.759700E-05
2.364,7.251600E-05,4.804300E-05
2.365,8.125300E-05,6.003200E-05
2.367,1.004700E-04,7.314900E-05
2.368,1.186000E-04,8.689000E-05
2.370,1.369500E-04,1.006800E-04
2.371,1.553000E-04,1.138900E-04
2.373,1.697100E-04,1.259000E-04
2.374,1.847800E-04,1.360800E-04
2.376,1.959200E-04,1.438800E-04
2.377,2.026900E-04,1.488300E-04
2.379,2.085900E-04,1.505800E-04
2.380,2.092500E-04,1.489400E-04
2.382,2.088100E-04,1.439300E-04
2.383,2.048800E-04,1.357600E-04
2.385,1.968000E-04,1.248900E-04
2.386,1.924300E-04,1.120100E-04
2.388,1.725500E-04,9.806200E-05
2.389,1.598800E-04,8.423200E-05
2.391,1.437200E-04,7.191200E-05
2.392,1.352000E-04,6.268200E-05
2.394,1.225300E-04,5.826800E-05
2.395,1.107400E-04,6.049400E-05
2.397,1.157600E-04,7.122000E-05
2.398,1.207900E-04,9.228300E-05
2.400,1.408800E-04,1.254200E-04
2.401,1.622900E-04,1.722100E-04
2.403,2.020400E-04,2.339900E-04
2.404,2.577400E-04,3.118100E-04
2.406,3.158400E-04,4.063500E-04
2.407,3.955600E-04,5.179200E-04
2.409,4.927600E-04,6.464100E-04
2.410,6.032800E-04,7.912300E-04
2.412,7.258100E-04,9.513500E-04
2.413,8.649500E-04,1.125300E-03
2.415,1.015400E-03,1.310900E-03
2.416,1.189500E-03,1.506000E-03
2.418,1.353800E-03,1.707600E-03
2.419,1.543400E-03,1.912500E-03
2.421,1.729900E-03,2.117200E-03
2.422,1.905500E-03,2.318200E-03
2.424,2.068200E-03,2.511700E-03
2.425,2.222200E-03,2.694200E-03
2.427,2.380600E-03,2.862000E-03
2.428,2.537000E-03,3.011900E-03
2.430,2.654700E-03,3.141000E-03
2.431,2.774400E-03,3.246600E-03
2.433,2.877000E-03,3.326700E-03
2.434,2.948900E-03,3.379500E-03
2.436,3.013300E-03,3.404000E-03
2.437,3.026000E-03,3.399700E-03
2.439,3.045400E-03,3.366500E-03
2.440,3.018400E-03,3.305100E-03
2.442,2.995200E-03,3.216900E-03
2.443,2.934500E-03,3.103700E-03
2.445,2.852100E-03,2.967700E-03
2.446,2.749500E-03,2.811700E-03
2.448,2.630000E-03,2.639000E-03
2.449,2.502700E-03,2.452700E-03
2.451,2.340600E-03,2.256600E-03
2.452,2.190100E-03,2.054300E-03
2.454,2.015600E-03,1.849300E-03
2.455,1.843300E-03,1.645200E-03
2.457,1.668100E-03,1.445400E-03
2.458,1.490900E-03,1.252900E-03
2.460,1.332400E-03,1.070400E-03
2.461,1.154400E-03,9.001500E-04
2.463,9.916300E-04,7.441200E-04
2.464,8.389500E-04,6.037200E-04
2.466,6.952300E-04,4.799200E-04
2.467,5.711700E-04,3.732100E-04
2.469,4.589000E-04,2.836000E-04
2.470,3.711000E-04,2.106700E-04
2.472,2.942100E-04,1.535700E-04
2.473,2.350200E-04,1.111100E-04
2.475,1.834700E-04,8.185300E-05
2.476,1.461200E-04,6.413800E-05
2.478,1.146700E-04,5.619500E-05
2.479,9.676000E-05,5.619300E-05
2.481,8.059700E-05,6.229900E-05
2.482,6.814700E-05,7.273400E-05
2.484,6.661800E-05,8.582200E-05
2.485,6.530800E-05,1.000400E-04
2.487,6.552600E-05,1.140300E-04
2.488,6.945800E-05,1.266900E-04
2.490,7.491800E-05,1.371100E-04
2.491,8.212600E-05,1.446500E-04
2.493,8.431000E-05,1.489200E-04
2.494,8.278200E-05,1.497400E-04
2.496,8.605800E-05,1.471600E-04
2.497,8.583900E-05,1.414100E-04
2.499,8.518400E-05,1.328900E-04
2.500,8.081600E-05,1.220900E-04
2.502,7.557400E-05,1.096200E-04
2.503,7.382600E-05,9.611000E-05
2.505,6.858400E-05,8.219400E-05
2.506,6.093900E-05,6.849100E-05
2.508,5.263900E-05,5.556300E-05
2.509,4.346600E-05,4.389200E-05
2.511,3.822400E-05,3.386500E-05
2.512,3.167100E-05,2.575800E-05
2.514,2.773900E-05,1.973800E-05
2.515,2.337100E-05,1.585400E-05
2.517,2.009500E-05,1.405000E-05
2.518,1.834700E-05,1.417300E-05
2.520,1.987600E-05,1.598800E-05
2.521,1.965800E-05,1.919200E-05
2.523,2.249700E-05,2.343900E-05
2.524,2.621100E-05,2.835200E-05
2.526,2.926800E-05,3.355100E-05
2.527,3.145300E-05,3.866900E-05
2.529,3.429200E-05,4.337000E-05
2.530,3.538400E-05,4.736200E-05
2.532,3.451100E-05,5.041700E-05
2.533,3.472900E-05,5.236900E-05
2.535,3.538400E-05,5.312700E-05
2.536,3.735000E-05,5.266700E-05
2.538,3.494700E-05,5.103600E-05
2.539,3.560300E-05,4.834100E-05
2.541,3.276300E-05,4.473900E-05
2.542,2.752100E-05,4.043300E-05
2.544,2.446300E-05,3.565000E-05
2.545,2.206100E-05,3.063500E-05
2.547,1.943900E-05,2.563500E-05
2.548,1.594500E-05,2.088300E-05
2.550,1.419700E-05,1.658900E-05
2.551,1.463400E-05,1.292600E-05
2.553,1.507100E-05,1.002200E-05
2.554,1.288700E-05,7.959100E-06
2.556,1.310500E-05,6.770000E-06
2.557,1.223200E-05,6.443100E-06
2.559,1.288700E-05,6.925700E-06
2.560,1.223200E-05,8.129500E-06
2.562,1.026600E-05,9.935300E-06
2.563,9.828900E-06,1.219800E-05
2.565,1.026600E-05,1.475400E-05
2.566,1.135800E-05,1.743100E-05
2.568,1.354200E-05,2.005300E-05
2.569,1.310500E-05,2.246000E-05
2.571,1.572600E-05,2.450500E-05
2.572,1.812900E-05,2.607100E-05
2.574,1.878400E-05,2.707300E-05
2.575,1.943900E-05,2.746000E-05
2.577,1.856600E-05,2.721800E-05
2.578,1.922100E-05,2.636600E-05
2.580,1.616300E-05,2.496000E-05
2.581,1.507100E-05,2.308000E-05
2.583,1.245000E-05,2.083400E-05
2.584,1.092100E-05,1.834300E-05
2.586,1.026600E-05,1.574200E-05
2.587,1.004700E-05,1.316400E-05
2.589,1.026600E-05,1.073700E-05
2.590,8.300000E-06,8.575600E-06
2.592,7.426300E-06,6.769100E-06
2.593,7.207900E-06,5.382700E-06
2.595,5.242100E-06,4.454000E-06
2.596,3.931600E-06,3.996000E-06
2.598,4.150000E-06,4.000300E-06
2.599,4.368400E-06,4.440000E-06
2.601,4.805300E-06,5.271300E-06
2.602,4.586800E-06,6.433400E-06
2.604,5.242100E-06,7.849200E-06
2.605,5.460500E-06,9.427200E-06
2.607,6.771000E-06,1.106700E-05
2.608,6.989500E-06,1.266500E-05
2.610,8.081600E-06,1.412100E-05
2.611,1.004700E-05,1.534900E-05
2.613,9.610500E-06,1.627600E-05
2.614,9.828900E-06,1.685100E-05
2.616,9.610500E-06,1.704400E-05
2.617,9.610500E-06,1.684700E-05
2.619,9.173700E-06,1.627500E-05
2.620,7.863200E-06,1.536400E-05
2.622,8.081600E-06,1.416600E-05
2.623,7.644700E-06,1.275100E-05
2.625,6.115800E-06,1.119800E-05
2.626,5.242100E-06,9.593500E-06
2.628,5.242100E-06,8.025400E-06
2.629,3.931600E-06,6.574500E-06
2.631,3.494700E-06,5.309500E-06
2.632,3.494700E-06,4.282200E-06
2.634,3.713200E-06,3.525500E-06
2.635,3.713200E-06,3.054800E-06
2.637,2.839500E-06,2.871700E-06
2.638,3.494700E-06,2.968200E-06
2.640,4.805300E-06,3.328600E-06
2.641,5.242100E-06,3.929400E-06
2.643,5.897400E-06,4.736700E-06
2.644,5.897400E-06,5.705100E-06
2.646,6.334200E-06,6.777100E-06
2.647,7.426300E-06,7.886300E-06
2.649,6.771000E-06,8.962700E-06
2.650,6.115800E-06,9.937900E-06
2.652,5.242100E-06,1.075100E-05
2.653,7.207900E-06,1.135300E-05
2.655,7.863200E-06,1.170900E-05
2.656,7.207900E-06,1.180000E-05
2.658,6.334200E-06,1.162100E-05
2.659,6.989500E-06,1.118600E-05
2.661,6.771000E-06,1.052200E-05
2.662,5.460500E-06,9.667400E-06
2.664,5.023700E-06,8.675000E-06
2.665,4.150000E-06,7.603500E-06
2.667,5.023700E-06,6.515900E-06
2.668,4.368400E-06,5.473800E-06
2.670,4.150000E-06,4.531700E-06
2.671,3.713200E-06,3.732800E-06
2.673,2.839500E-06,3.105800E-06
2.674,2.621100E-06,2.665600E-06
2.676,1.747400E-06,2.415800E-06
2.677,1.965800E-06,2.353500E-06
2.679,2.402600E-06,2.472600E-06
2.680,2.184200E-06,2.764700E-06
2.682,3.494700E-06,3.217200E-06
2.683,4.150000E-06,3.810700E-06
2.685,5.023700E-06,4.515900E-06
2.686,5.897400E-06,5.293400E-06
2.688,6.552600E-06,6.095300E-06
2.689,7.207900E-06,6.870000E-06
2.691,7.207900E-06,7.567000E-06
2.692,7.863200E-06,8.140800E-06
2.694,7.426300E-06,8.555100E-06
2.695,6.989500E-06,8.784500E-06
2.697,7.426300E-06,8.815600E-06
2.698,7.644700E-06,8.647200E-06
2.700,6.334200E-06,8.290600E-06
2.701,5.023700E-06,7.768200E-06
2.703,4.368400E-06,7.113000E-06
2.704,3.713200E-06,6.366600E-06
2.706,2.184200E-06,5.576200E-06
2.707,1.310500E-06,4.790500E-06
2.709,1.528900E-06,4.055500E-06
2.710,2.402600E-06,3.409200E-06
2.712,2.402600E-06,2.878500E-06
2.713,2.621100E-06,2.478000E-06
2.715,2.621100E-06,2.211900E-06
2.716,2.621100E-06,2.078000E-06
2.718,2.839500E-06,2.071700E-06
2.719,2.184200E-06,2.189000E-06
2.721,3.494700E-06,2.426600E-06
2.722,3.713200E-06,2.778900E-06
2.724,4.368400E-06,3.234700E-06
2.725,5.242100E-06,3.774200E-06
2.727,5.242100E-06,4.368200E-06
2.728,6.552600E-06,4.979900E-06
2.730,6.552600E-06,5.568700E-06
2.731,6.552600E-06,6.094500E-06
2.733,6.552600E-06,6.521200E-06
2.734,6.115800E-06,6.820300E-06
2.736,6.552600E-06,6.972400E-06
2.737,5.678900E-06,6.967700E-06
2.739,5.023700E-06,6.807000E-06
2.740,4.805300E-06,6.501200E-06
2.742,4.150000E-06,6.070700E-06
2.743,3.931600E-06,5.544400E-06
2.745,3.057900E-06,4.957800E-06
2.746,2.402600E-06,4.350100E-06
2.748,1.747400E-06,3.760200E-06
2.749,1.528900E-06,3.222600E-06
2.751,1.747400E-06,2.763400E-06
2.752,1.965800E-06,2.398500E-06
2.754,1.965800E-06,2.133600E-06
2.755,1.965800E-06,1.967500E-06
2.757,1.965800E-06,1.895400E-06
2.758,2.839500E-06,1.913500E-06
2.760,3.276300E-06,2.020200E-06
2.761,3.057900E-06,2.215800E-06
2.763,3.057900E-06,2.499200E-06
2.764,4.150000E-06,2.864100E-06
2.766,4.805300E-06,3.296400E-06
2.767,4.368400E-06,3.772800E-06
2.769,4.805300E-06,4.263200E-06
2.770,6.552600E-06,4.733300E-06
2.772,7.863200E-06,5.149100E-06
2.773,8.518400E-06,5.480400E-06
2.775,8.518400E-06,5.703800E-06
2.776,9.173700E-06,5.803600E-06
2.778,8.736800E-06,5.773400E-06
2.779,7.644700E-06,5.615500E-06
2.781,6.334200E-06,5.341400E-06
2.782,4.805300E-06,4.970500E-06
2.784,4.805300E-06,4.529600E-06
2.785,4.150000E-06,4.050100E-06
2.787,4.150000E-06,3.565700E-06
2.788,3.276300E-06,3.107900E-06
2.790,3.494700E-06,2.702900E-06
2.791,3.276300E-06,2.368200E-06
2.793,2.621100E-06,2.112000E-06
2.794,2.184200E-06,1.934700E-06
2.796,2.184200E-06,1.831900E-06
2.797,2.839500E-06,1.798400E-06
2.799,2.621100E-06,1.831300E-06
2.800,2.839500E-06,1.931000E-06
2.802,3.931600E-06,2.099900E-06
2.803,4.805300E-06,2.339000E-06
2.805,4.368400E-06,2.644600E-06
2.806,4.368400E-06,3.005700E-06
2.808,5.242100E-06,3.403100E-06
2.809,5.897400E-06,3.810700E-06
2.811,6.552600E-06,4.199100E-06
2.812,6.552600E-06,4.539200E-06
2.814,6.334200E-06,4.804900E-06
2.815,6.771000E-06,4.976500E-06
2.817,7.863200E-06,5.041300E-06
2.818,7.207900E-06,4.994800E-06
2.820,6.552600E-06,4.840700E-06
2.821,5.678900E-06,4.590500E-06
2.823,5.897400E-06,4.263200E-06
2.824,4.805300E-06,3.883300E-06
2.826,3.057900E-06,3.479500E-06
2.827,3.276300E-06,3.080600E-06
2.829,2.402600E-06,2.712800E-06
2.830,2.402600E-06,2.395700E-06
2.832,2.402600E-06,2.141200E-06
2.833,2.839500E-06,1.952700E-06
2.835,2.621100E-06,1.827700E-06
2.836,2.184200E-06,1.761100E-06
2.838,2.402600E-06,1.748200E-06
2.839,2.839500E-06,1.787500E-06
2.841,3.057900E-06,1.880900E-06
2.842,2.621100E-06,2.032000E-06
2.844,3.276300E-06,2.242800E-06
2.845,3.494700E-06,2.511000E-06
2.847,3.931600E-06,2.827000E-06
2.848,3.931600E-06,3.173700E-06
2.850,4.805300E-06,3.527800E-06
2.851,5.242100E-06,3.862800E-06
2.853,5.242100E-06,4.152300E-06
2.854,5.897400E-06,4.373200E-06
2.856,5.460500E-06,4.508000E-06
2.857,5.897400E-06,4.546100E-06
2.859,4.586800E-06,4.484600E-06
2.860,4.368400E-06,4.328200E-06
2.862,4.586800E-06,4.089300E-06
2.863,3.713200E-06,3.786800E-06
2.865,3.494700E-06,3.444800E-06
2.866,2.839500E-06,3.089900E-06
2.868,3.057900E-06,2.748100E-06
2.869,2.839500E-06,2.441500E-06
2.871,2.184200E-06,2.185200E-06
2.872,2.184200E-06,1.986400E-06
2.874,2.184200E-06,1.845100E-06
2.875,2.184200E-06,1.756900E-06
2.877,1.965800E-06,1.716300E-06
2.878,1.965800E-06,1.719300E-06
2.880,1.747400E-06,1.765800E-06
2.881,1.965800E-06,1.859000E-06
2.883,2.621100E-06,2.003400E-06
2.884,3.276300E-06,2.201600E-06
2.886,4.150000E-06,2.451900E-06
2.887,5.678900E-06,2.745000E-06
2.889,6.771000E-06,3.064800E-06
2.890,6.552600E-06,3.389100E-06
2.892,5.678900E-06,3.693100E-06
2.893,5.897400E-06,3.952000E-06
2.895,5.460500E-06,4.144700E-06
2.896,4.150000E-06,4.255500E-06
2.898,3.276300E-06,4.275400E-06
2.899,4.150000E-06,4.203100E-06
2.901,4.586800E-06,4.044300E-06
2.902,4.586800E-06,3.812200E-06
2.904,4.368400E-06,3.525700E-06
2.905,4.805300E-06,3.208100E-06
2.907,5.242100E-06,2.884400E-06
2.908,4.368400E-06,2.578000E-06
2.910,4.150000E-06,2.307800E-06
2.911,3.057900E-06,2.086000E-06
2.913,2.839500E-06,1.917200E-06
2.914,2.839500E-06,1.800100E-06
2.916,2.621100E-06,1.730200E-06
2.917,2.621100E-06,1.702400E-06
2.919,2.839500E-06,1.714500E-06
2.920,3.713200E-06,1.767400E-06
2.922,4.150000E-06,1.865400E-06
2.923,3.931600E-06,2.013400E-06
2.925,3.494700E-06,2.214100E-06
2.926,3.713200E-06,2.464800E-06
2.928,3.713200E-06,2.755800E-06
2.929,3.931600E-06,3.070000E-06
2.931,4.150000E-06,3.385300E-06
2.932,4.586800E-06,3.676700E-06
2.934,5.023700E-06,3.920500E-06
2.935,6.115800E-06,4.096600E-06
2.937,6.334200E-06,4.190400E-06
2.938,6.552600E-06,4.194300E-06
2.940,6.771000E-06,4.108300E-06
2.941,6.771000E-06,3.939300E-06
2.943,6.989500E-06,3.701500E-06
2.944,6.115800E-06,3.414400E-06
2.946,5.897400E-06,3.101600E-06
2.947,5.678900E-06,2.787600E-06
2.949,4.805300E-06,2.494800E-06
2.950,4.150000E-06,2.240500E-06
2.952,3.494700E-06,2.035100E-06
2.953,3.713200E-06,1.881900E-06
2.955,3.713200E-06,1.778900E-06
2.956,3.057900E-06,1.721700E-06
2.958,3.494700E-06,1.706200E-06
2.959,3.931600E-06,1.731400E-06
2.961,3.931600E-06,1.799500E-06
2.962,3.494700E-06,1.915600E-06
2.964,4.368400E-06,2.084500E-06
2.965,4.586800E-06,2.307700E-06
2.967,6.115800E-06,2.580900E-06
2.968,6.115800E-06,2.892200E-06
2.970,6.771000E-06,3.222700E-06
2.971,8.955300E-06,3.549000E-06
2.973,9.173700E-06,3.845400E-06
2.974,9.392100E-06,4.088300E-06
2.976,8.300000E-06,4.257900E-06
2.977,8.955300E-06,4.340500E-06
2.979,8.736800E-06,4.329600E-06
2.980,7.863200E-06,4.225900E-06
2.982,6.989500E-06,4.037800E-06
2.983,6.989500E-06,3.780500E-06
2.985,6.334200E-06,3.474900E-06
2.986,5.460500E-06,3.145400E-06
2.988,5.242100E-06,2.817400E-06
2.989,4.368400E-06,2.513800E-06
2.991,4.150000E-06,2.251800E-06
2.992,3.713200E-06,2.042000E-06
2.994,3.713200E-06,1.887500E-06
2.995,3.276300E-06,1.786600E-06
2.997,3.276300E-06,1.735500E-06
2.998,3.494700E-06,1.731500E-06
3.000,3.276300E-06,1.774800E-06
3.001,3.276300E-06,1.869200E-06
3.003,3.713200E-06,2.020300E-06
3.004,3.931600E-06,2.232300E-06
3.006,5.023700E-06,2.504800E-06
3.007,4.586800E-06,2.830200E-06
3.009,5.023700E-06,3.192900E-06
3.010,4.805300E-06,3.570300E-06
3.012,5.460500E-06,3.935700E-06
3.013,6.115800E-06,4.261600E-06
3.015,6.115800E-06,4.522900E-06
3.016,6.771000E-06,4.699500E-06
3.018,6.771000E-06,4.777700E-06
3.019,6.989500E-06,4.751600E-06
3.021,6.334200E-06,4.623000E-06
3.022,6.334200E-06,4.401400E-06
3.024,5.678900E-06,4.103800E-06
3.025,5.242100E-06,3.753200E-06
3.027,5.023700E-06,3.376700E-06
3.028,5.678900E-06,3.002200E-06
3.030,5.242100E-06,2.655400E-06
3.031,5.023700E-06,2.356200E-06
3.033,4.368400E-06,2.116800E-06
3.034,4.150000E-06,1.942400E-06
3.036,3.931600E-06,1.832500E-06
3.037,3.276300E-06,1.784900E-06
3.039,4.150000E-06,1.798700E-06
3.040,5.023700E-06,1.876000E-06
3.042,5.460500E-06,2.022000E-06
3.043,5.460500E-06,2.242100E-06
3.045,6.334200E-06,2.538800E-06
3.046,6.334200E-06,2.907600E-06
3.048,5.678900E-06,3.335500E-06
3.049,4.586800E-06,3.800200E-06
3.051,5.242100E-06,4.273100E-06
3.052,6.334200E-06,4.721800E-06
3.054,5.897400E-06,5.114600E-06
3.055,6.552600E-06,5.423100E-06
3.057,7.644700E-06,5.625300E-06
3.058,9.828900E-06,5.706500E-06
3.060,1.004700E-05,5.660600E-06
3.061,9.828900E-06,5.490400E-06
3.063,9.828900E-06,5.207500E-06
3.064,1.070300E-05,4.831700E-06
3.066,9.173700E-06,4.390400E-06
3.067,7.644700E-06,3.915700E-06
3.069,7.426300E-06,3.441500E-06
3.070,6.334200E-06,2.999400E-06
3.072,6.334200E-06,2.615500E-06
3.073,4.805300E-06,2.307200E-06
3.075,5.678900E-06,2.084500E-06
3.076,4.805300E-06,1.950900E-06
3.078,4.586800E-06,1.908100E-06
3.079,4.586800E-06,1.958400E-06
3.081,3.931600E-06,2.107000E-06
3.082,3.931600E-06,2.360300E-06
3.084,4.586800E-06,2.722200E-06
3.085,5.242100E-06,3.190600E-06
3.087,6.115800E-06,3.752800E-06
3.088,6.989500E-06,4.385300E-06
3.090,8.300000E-06,5.054400E-06
3.091,9.173700E-06,5.720000E-06
3.093,8.955300E-06,6.340100E-06
3.094,1.113900E-05,6.874600E-06
3.096,1.135800E-05,7.288800E-06
3.097,1.223200E-05,7.555700E-06
3.099,1.201300E-05,7.657500E-06
3.100,1.223200E-05,7.586800E-06
3.102,1.288700E-05,7.346800E-06
3.103,1.048400E-05,6.951900E-06
3.105,9.828900E-06,6.427100E-06
3.106,9.392100E-06,5.807200E-06
3.108,9.392100E-06,5.134100E-06
3.109,8.518400E-06,4.453500E-06
3.111,7.644700E-06,3.810200E-06
3.112,7.863200E-06,3.244000E-06
3.114,7.207900E-06,2.786500E-06
3.115,7.426300E-06,2.460300E-06
3.117,6.552600E-06,2.280900E-06
3.118,5.897400E-06,2.259600E-06
3.120,6.334200E-06,2.407100E-06
3.121,7.644700E-06,2.732800E-06
3.123,8.081600E-06,3.243200E-06
3.124,7.426300E-06,3.937000E-06
3.126,7.863200E-06,4.800200E-06
3.127,1.004700E-05,5.803700E-06
3.129,9.828900E-06,6.903700E-06
3.130,8.955300E-06,8.044300E-06
3.132,8.955300E-06,9.163500E-06
3.133,1.048400E-05,1.019800E-05
3.135,1.135800E-05,1.108800E-05
3.136,1.245000E-05,1.178100E-05
3.138,1.550800E-05,1.223500E-05
3.139,1.660000E-05,1.242300E-05
3.141,1.791100E-05,1.232800E-05
3.142,1.834700E-05,1.195400E-05
3.144,1.965800E-05,1.131900E-05
3.145,1.834700E-05,1.045800E-05
3.147,1.572600E-05,9.422900E-06
3.148,1.463400E-05,8.279900E-06
3.150,1.332400E-05,7.104200E-06
3.151,1.157600E-05,5.975200E-06
3.153,1.026600E-05,4.971200E-06
3.154,9.828900E-06,4.164100E-06
3.156,1.004700E-05,3.616500E-06
3.157,9.610500E-06,3.381400E-06
3.159,1.070300E-05,3.502500E-06
3.160,1.026600E-05,4.014600E-06
3.162,1.070300E-05,4.941200E-06
3.163,1.135800E-05,6.290200E-06
3.165,1.288700E-05,8.047900E-06
3.166,1.463400E-05,1.017500E-05
3.168,1.572600E-05,1.260400E-05
3.169,1.856600E-05,1.524300E-05
3.171,2.140500E-05,1.798100E-05
3.172,2.249700E-05,2.069200E-05
3.174,2.424500E-05,2.324500E-05
3.175,2.905000E-05,2.551200E-05
3.177,3.188900E-05,2.737100E-05
3.178,3.669500E-05,2.871700E-05
3.180,3.822400E-05,2.946500E-05
3.181,3.997100E-05,2.955800E-05
3.183,3.909700E-05,2.897400E-05
3.184,4.128200E-05,2.772900E-05
3.186,4.346600E-05,2.588100E-05
3.187,4.018900E-05,2.353400E-05
3.189,3.931600E-05,2.083700E-05
3.190,3.756800E-05,1.798100E-05
3.192,3.691300E-05,1.519400E-05
3.193,3.014200E-05,1.274000E-05
3.195,2.468200E-05,1.090500E-05
3.196,2.358900E-05,9.996000E-06
3.198,2.315300E-05,1.032800E-05
3.199,2.315300E-05,1.221900E-05
3.201,2.468200E-05,1.597600E-05
3.202,2.686600E-05,2.188500E-05
3.204,3.057900E-05,3.019700E-05
3.205,3.407400E-05,4.111600E-05
3.207,3.822400E-05,5.478800E-05
3.208,4.717900E-05,7.129100E-05
3.210,5.569700E-05,9.063200E-05
3.211,6.705500E-05,1.127400E-04
3.213,8.103400E-05,1.374800E-04
3.214,9.632400E-05,1.646100E-04
3.216,1.153300E-04,1.938300E-04
3.217,1.345500E-04,2.247800E-04
3.219,1.557300E-04,2.570000E-04
3.220,1.782300E-04,2.900000E-04
3.222,1.935200E-04,3.232300E-04
3.223,2.210400E-04,3.561000E-04
3.225,2.503100E-04,3.880200E-04
3.226,2.697500E-04,4.183800E-04
3.228,2.902800E-04,4.466000E-04
3.229,3.138700E-04,4.721300E-04
3.231,3.464200E-04,4.944700E-04
3.232,3.542800E-04,5.131800E-04
3.234,3.593000E-04,5.278900E-04
3.235,3.776500E-04,5.383200E-04
3.237,3.909700E-04,5.442500E-04
3.238,3.984000E-04,5.455700E-04
3.240,3.990600E-04,5.422800E-04
3.241,4.064800E-04,5.344400E-04
3.243,4.069200E-04,5.222300E-04
3.244,4.010200E-04,5.059200E-04
3.246,3.837700E-04,4.858700E-04
3.247,3.693500E-04,4.624900E-04
3.249,3.529700E-04,4.362800E-04
3.250,3.376800E-04,4.077500E-04
3.252,3.280700E-04,3.774400E-04
3.253,3.047000E-04,3.459100E-04
3.255,2.964000E-04,3.137100E-04
3.256,2.756500E-04,2.813800E-04
3.258,2.514000E-04,2.494500E-04
3.259,2.293400E-04,2.184000E-04
3.261,1.985400E-04,1.886800E-04
3.262,1.808500E-04,1.606900E-04
3.264,1.522400E-04,1.347500E-04
3.265,1.341100E-04,1.111100E-04
3.267,1.168600E-04,8.996300E-05
3.268,9.894500E-05,7.140500E-05
3.270,8.562100E-05,5.547200E-05
3.271,6.923900E-05,4.212900E-05
3.273,6.225000E-05,3.128100E-05
3.274,5.242100E-05,2.277800E-05
3.276,4.499500E-05,1.642700E-05
3.277,3.691300E-05,1.199900E-05
3.279,3.014200E-05,9.244100E-06
3.280,2.686600E-05,7.895600E-06
3.282,2.096800E-05,7.684400E-06
3.283,1.550800E-05,8.345600E-06
3.285,1.354200E-05,9.625900E-06
3.286,1.223200E-05,1.128900E-05
3.288,9.828900E-06,1.312300E-05
3.289,8.081600E-06,1.494200E-05
3.291,6.989500E-06,1.659200E-05
3.292,7.863200E-06,1.795200E-05
3.294,6.771000E-06,1.893700E-05
3.295,6.989500E-06,1.949300E-05
3.297,8.955300E-06,1.959900E-05
3.298,9.173700E-06,1.926400E-05
3.300,1.113900E-05,1.851800E-05
3.301,1.070300E-05,1.741500E-05
3.303,1.179500E-05,1.602100E-05
3.304,1.201300E-05,1.441500E-05
3.306,1.004700E-05,1.268100E-05
3.307,1.026600E-05,1.090500E-05
3.309,7.644700E-06,9.169400E-06
3.310,5.897400E-06,7.548500E-06
3.312,4.805300E-06,6.103300E-06
3.313,3.494700E-06,4.877800E-06
3.315,4.150000E-06,3.896700E-06
3.316,2.839500E-06,3.166000E-06
3.318,2.839500E-06,2.676000E-06
3.319,3.494700E-06,2.407100E-06
3.321,3.057900E-06,2.335400E-06
3.322,3.276300E-06,2.435600E-06
3.324,2.839500E-06,2.682800E-06
3.325,3.713200E-06,3.050300E-06
3.327,4.150000E-06,3.507800E-06
3.328,3.931600E-06,4.020200E-06
3.330,4.368400E-06,4.548600E-06
3.331,4.150000E-06,5.052800E-06
3.333,4.586800E-06,5.495100E-06
3.334,4.805300E-06,5.843400E-06
3.336,4.586800E-06,6.074000E-06
3.337,4.368400E-06,6.172400E-06
3.339,3.713200E-06,6.134000E-06
3.340,3.494700E-06,5.963300E-06
3.342,3.276300E-06,5.673500E-06
3.343,2.184200E-06,5.285000E-06
3.345,2.184200E-06,4.824300E-06
3.346,2.184200E-06,4.322200E-06
3.348,2.402600E-06,3.811200E-06
3.349,2.621100E-06,3.322500E-06
3.351,2.402600E-06,2.882200E-06
3.352,2.402600E-06,2.509000E-06
3.354,2.621100E-06,2.212000E-06
3.355,2.839500E-06,1.991100E-06
3.357,2.839500E-06,1.839200E-06
3.358,3.713200E-06,1.745300E-06
