# fit,CoC5-expert,stored_as,author-fit-P2-05-Manual-2026-09-18.xrcx,min_limit,1.000E-06
two_theta_deg,measured_reflectivity,fitted_reflectivity
2.520,6.167600E-05,7.891600E-05
2.523,6.346900E-05,7.524700E-05
2.526,7.078200E-05,7.651700E-05
2.529,8.416600E-05,8.251800E-05
2.532,1.007200E-04,9.282000E-05
2.534,1.142400E-04,1.067900E-04
2.537,1.298400E-04,1.236300E-04
2.540,1.501200E-04,1.424000E-04
2.543,1.628100E-04,1.621200E-04
2.546,1.757800E-04,1.817500E-04
2.549,1.813000E-04,2.003000E-04
2.553,1.848900E-04,2.168200E-04
2.556,1.882000E-04,2.304900E-04
2.559,1.843400E-04,2.406200E-04
2.562,1.824100E-04,2.467400E-04
2.565,1.768900E-04,2.485600E-04
2.568,1.702600E-04,2.460300E-04
2.570,1.614300E-04,2.393200E-04
2.573,1.503900E-04,2.287500E-04
2.576,1.372900E-04,2.148400E-04
2.579,1.164500E-04,1.982300E-04
2.582,9.768700E-05,1.796700E-04
2.586,8.264800E-05,1.600200E-04
2.589,6.843600E-05,1.401800E-04
2.592,5.463900E-05,1.210600E-04
2.595,4.553200E-05,1.035500E-04
2.598,4.373900E-05,8.841300E-05
2.601,4.111700E-05,7.630300E-05
2.603,4.015100E-05,6.770000E-05
2.606,4.180700E-05,6.290700E-05
2.609,4.429000E-05,6.203600E-05
2.612,5.201700E-05,6.501200E-05
2.615,6.264100E-05,7.157600E-05
2.618,7.216200E-05,8.130400E-05
2.622,8.540800E-05,9.363300E-05
2.625,1.001700E-04,1.078900E-04
2.628,1.146600E-04,1.233300E-04
2.631,1.232100E-04,1.391500E-04
2.634,1.297000E-04,1.545700E-04
2.636,1.357700E-04,1.688100E-04
2.639,1.368700E-04,1.811600E-04
2.642,1.364600E-04,1.909800E-04
2.645,1.361800E-04,1.977800E-04
2.648,1.337000E-04,2.012200E-04
2.651,1.268000E-04,2.011400E-04
2.655,1.201800E-04,1.975700E-04
2.658,1.123100E-04,1.906900E-04
2.661,1.010000E-04,1.808600E-04
2.664,8.913300E-05,1.685600E-04
2.667,7.906100E-05,1.543500E-04
2.670,7.064400E-05,1.388900E-04
2.672,6.029600E-05,1.228900E-04
2.675,5.008600E-05,1.070900E-04
2.678,4.222100E-05,9.221300E-05
2.681,3.642600E-05,7.894000E-05
2.684,3.228700E-05,6.785600E-05
2.688,2.897500E-05,5.943100E-05
2.691,2.911300E-05,5.399300E-05
2.694,3.090700E-05,5.172100E-05
2.697,3.711600E-05,5.264800E-05
2.700,4.525600E-05,5.665600E-05
2.703,5.243100E-05,6.348100E-05
2.705,6.084800E-05,7.272700E-05
2.708,7.271400E-05,8.388100E-05
2.711,8.540800E-05,9.634700E-05
2.714,9.396200E-05,1.094800E-04
2.717,9.920500E-05,1.226100E-04
2.720,1.081700E-04,1.350900E-04
2.724,1.146600E-04,1.462900E-04
2.727,1.179700E-04,1.556500E-04
2.730,1.212800E-04,1.627000E-04
2.733,1.221100E-04,1.671100E-04
2.736,1.207300E-04,1.686500E-04
2.739,1.153500E-04,1.672600E-04
2.741,1.085900E-04,1.630200E-04
2.744,1.025200E-04,1.561300E-04
2.747,9.078900E-05,1.469300E-04
2.750,8.044000E-05,1.358600E-04
2.753,7.009200E-05,1.234200E-04
2.757,6.098600E-05,1.102100E-04
2.760,5.215500E-05,9.682200E-05
2.763,4.194500E-05,8.389200E-05
2.766,3.352800E-05,7.201200E-05
2.769,2.828500E-05,6.171900E-05
2.772,2.635400E-05,5.346300E-05
2.774,2.428400E-05,4.758700E-05
2.777,2.580200E-05,4.431700E-05
2.780,2.980300E-05,4.375700E-05
2.783,3.573600E-05,4.588300E-05
2.786,4.139300E-05,5.054200E-05
2.789,4.925800E-05,5.746000E-05
2.793,5.505300E-05,6.625500E-05
2.796,6.333100E-05,7.645600E-05
2.799,7.105800E-05,8.752900E-05
2.802,7.933700E-05,9.891600E-05
2.805,8.913300E-05,1.100500E-04
2.807,9.437600E-05,1.204000E-04
2.810,1.040300E-04,1.294600E-04
2.813,1.065200E-04,1.367800E-04
2.816,1.056900E-04,1.420000E-04
2.819,1.059700E-04,1.448700E-04
2.822,1.018300E-04,1.452400E-04
2.826,9.630800E-05,1.431000E-04
2.829,8.527000E-05,1.385500E-04
2.832,7.616300E-05,1.318000E-04
2.835,6.843600E-05,1.231700E-04
2.838,5.946800E-05,1.130400E-04
2.841,4.994800E-05,1.019000E-04
2.843,4.194500E-05,9.026100E-05
2.846,3.615000E-05,7.868000E-05
2.849,3.366600E-05,6.770500E-05
2.852,2.869900E-05,5.784700E-05
2.855,2.193800E-05,4.955700E-05
2.859,1.959300E-05,4.320300E-05
2.862,1.931700E-05,3.905500E-05
2.865,2.249000E-05,3.727300E-05
2.868,2.304200E-05,3.790100E-05
2.871,2.814700E-05,4.086700E-05
2.874,3.352800E-05,4.599100E-05
2.876,4.166900E-05,5.298800E-05
2.879,4.760200E-05,6.148900E-05
2.882,5.491500E-05,7.106000E-05
2.885,6.126200E-05,8.121900E-05
2.888,7.105800E-05,9.146200E-05
2.891,8.002600E-05,1.012900E-04
2.895,8.720100E-05,1.102100E-04
2.898,9.713600E-05,1.178100E-04
2.901,9.617000E-05,1.237000E-04
2.904,1.021000E-04,1.276100E-04
2.907,9.782500E-05,1.293400E-04
2.909,9.534200E-05,1.288100E-04
2.912,8.830500E-05,1.260300E-04
2.915,7.823300E-05,1.211300E-04
2.918,7.354200E-05,1.143400E-04
2.921,6.236500E-05,1.059600E-04
2.924,5.643200E-05,9.640600E-05
2.928,4.691200E-05,8.611900E-05
2.931,3.904700E-05,7.559000E-05
2.934,3.214900E-05,6.531300E-05
2.937,2.649200E-05,5.576600E-05
2.940,2.152400E-05,4.738800E-05
2.943,1.614300E-05,4.056200E-05
2.945,1.600500E-05,3.559300E-05
2.948,1.614300E-05,3.269500E-05
2.951,1.779900E-05,3.198400E-05
2.954,2.235200E-05,3.347200E-05
2.957,2.676700E-05,3.707000E-05
2.961,3.435600E-05,4.258800E-05
2.964,3.918500E-05,4.974700E-05
2.967,4.691200E-05,5.818800E-05
2.970,5.353500E-05,6.748700E-05
2.973,6.153800E-05,7.718200E-05
2.976,6.829800E-05,8.679200E-05
2.978,7.423100E-05,9.584800E-05
2.981,8.361400E-05,1.039100E-04
2.984,8.458000E-05,1.105900E-04
2.987,8.802900E-05,1.155700E-04
2.990,8.885700E-05,1.185900E-04
2.993,9.203000E-05,1.195200E-04
2.997,8.844300E-05,1.182900E-04
3.000,8.140600E-05,1.149600E-04
3.003,7.878500E-05,1.097000E-04
3.006,7.147200E-05,1.027400E-04
3.009,6.208900E-05,9.442000E-05
3.011,5.049900E-05,8.511700E-05
3.014,4.346300E-05,7.527000E-05
3.017,3.684000E-05,6.534300E-05
3.020,2.994100E-05,5.580600E-05
3.023,2.442200E-05,4.711300E-05
3.026,1.904100E-05,3.967500E-05
3.030,1.697100E-05,3.383900E-05
3.033,1.600500E-05,2.987000E-05
3.036,1.614300E-05,2.794800E-05
3.039,1.641900E-05,2.815300E-05
3.042,1.835100E-05,3.046800E-05
3.045,2.276600E-05,3.477500E-05
3.047,2.773300E-05,4.086100E-05
3.050,3.159700E-05,4.843200E-05
3.053,3.932300E-05,5.712200E-05
3.056,4.484200E-05,6.651500E-05
3.059,5.187900E-05,7.616100E-05
3.063,5.988200E-05,8.559400E-05
3.066,6.802200E-05,9.435700E-05
3.069,7.588700E-05,1.020300E-04
3.072,7.740500E-05,1.082300E-04
3.075,8.306200E-05,1.126700E-04
3.078,8.623500E-05,1.151200E-04
3.080,8.278600E-05,1.154700E-04
3.083,8.016400E-05,1.136900E-04
3.086,7.436900E-05,1.098400E-04
3.089,7.050600E-05,1.041000E-04
3.092,6.581500E-05,9.673500E-05
3.095,5.891600E-05,8.809300E-05
3.099,5.463900E-05,7.859500E-05
3.102,4.636000E-05,6.870200E-05
3.105,3.959900E-05,5.889000E-05
3.108,3.311400E-05,4.961800E-05
3.111,2.718100E-05,4.131500E-05
3.114,2.345600E-05,3.436400E-05
3.116,2.042100E-05,2.909000E-05
3.119,1.752300E-05,2.575000E-05
3.122,1.904100E-05,2.451700E-05
3.125,2.028300E-05,2.546600E-05
3.128,2.318000E-05,2.856700E-05
3.132,2.511200E-05,3.368400E-05
3.135,3.007900E-05,4.058500E-05
3.138,3.725400E-05,4.895300E-05
3.141,4.125500E-05,5.840500E-05
3.144,4.939600E-05,6.850600E-05
3.147,5.560500E-05,7.878900E-05
3.149,6.457300E-05,8.876800E-05
3.152,7.326600E-05,9.796600E-05
3.155,8.113000E-05,1.059300E-04
3.158,8.775300E-05,1.122800E-04
3.161,9.313400E-05,1.166800E-04
3.164,9.617000E-05,1.189400E-04
3.168,9.851500E-05,1.189400E-04
3.171,9.410000E-05,1.166700E-04
3.174,8.899500E-05,1.122600E-04
3.177,8.306200E-05,1.058900E-04
3.180,7.519700E-05,9.786700E-05
3.182,6.829800E-05,8.856400E-05
3.185,5.891600E-05,7.840100E-05
3.188,5.312100E-05,6.784100E-05
3.191,4.622200E-05,5.737300E-05
3.194,4.001300E-05,4.750000E-05
3.197,3.394200E-05,3.871200E-05
3.201,2.745700E-05,3.145800E-05
3.204,2.414600E-05,2.611200E-05
3.207,2.193800E-05,2.296300E-05
3.210,2.304200E-05,2.219200E-05
3.213,2.649200E-05,2.386900E-05
3.216,2.966500E-05,2.795300E-05
3.218,3.408000E-05,3.428800E-05
3.221,3.946100E-05,4.261900E-05
3.224,4.663600E-05,5.259600E-05
3.227,5.243100E-05,6.378700E-05
3.230,6.002000E-05,7.570100E-05
3.234,6.995400E-05,8.780200E-05
3.237,7.919900E-05,9.953300E-05
3.240,8.913300E-05,1.103400E-04
3.243,9.644600E-05,1.197200E-04
3.246,1.026500E-04,1.272200E-04
3.249,1.054100E-04,1.324800E-04
3.251,1.054100E-04,1.352500E-04
3.254,1.062400E-04,1.353800E-04
3.257,1.034800E-04,1.328500E-04
3.260,1.010000E-04,1.277600E-04
3.263,9.713600E-05,1.203100E-04
3.266,9.189200E-05,1.108300E-04
3.270,8.844300E-05,9.975900E-05
3.273,8.195800E-05,8.759800E-05
3.276,7.285200E-05,7.493000E-05
3.279,6.333100E-05,6.237200E-05
3.282,5.422500E-05,5.055400E-05
3.284,4.801600E-05,4.007900E-05
3.287,3.835700E-05,3.149900E-05
3.290,3.311400E-05,2.528500E-05
3.293,3.187300E-05,2.181000E-05
3.296,3.049300E-05,2.133200E-05
3.299,3.256200E-05,2.397800E-05
3.303,3.656400E-05,2.973700E-05
3.306,4.429000E-05,3.845400E-05
3.309,5.353500E-05,4.983600E-05
3.312,6.112400E-05,6.346700E-05
3.315,7.050600E-05,7.881600E-05
3.318,8.278600E-05,9.526500E-05
3.320,9.354800E-05,1.121200E-04
3.323,1.072100E-04,1.286700E-04
3.326,1.230800E-04,1.441600E-04
3.329,1.400500E-04,1.579100E-04
3.332,1.538400E-04,1.692900E-04
3.336,1.639200E-04,1.777600E-04
3.339,1.721900E-04,1.828900E-04
3.342,1.788200E-04,1.844000E-04
3.345,1.789600E-04,1.821600E-04
3.348,1.753700E-04,1.762300E-04
3.351,1.715000E-04,1.668300E-04
3.353,1.688800E-04,1.543700E-04
3.356,1.632300E-04,1.394000E-04
3.359,1.508100E-04,1.225900E-04
3.362,1.360400E-04,1.047100E-04
3.365,1.229400E-04,8.661400E-05
3.368,1.080400E-04,6.919400E-05
3.372,9.230600E-05,5.338400E-05
3.375,7.754300E-05,4.009300E-05
3.378,6.678100E-05,3.016400E-05
3.381,5.698400E-05,2.432200E-05
3.384,5.243100E-05,2.314300E-05
3.386,5.229300E-05,2.702000E-05
3.389,5.174100E-05,3.614200E-05
3.392,5.767400E-05,5.048200E-05
3.395,6.333100E-05,6.979400E-05
3.398,7.519700E-05,9.361200E-05
3.401,8.954700E-05,1.212600E-04
3.405,1.067900E-04,1.518900E-04
3.408,1.266600E-04,1.844900E-04
3.411,1.435000E-04,2.179300E-04
3.414,1.653000E-04,2.510100E-04
3.417,1.861300E-04,2.824600E-04
3.420,2.026900E-04,3.110500E-04
3.422,2.229700E-04,3.355500E-04
3.425,2.392500E-04,3.548800E-04
3.428,2.559500E-04,3.680700E-04
3.431,2.634000E-04,3.744100E-04
3.434,2.740200E-04,3.734700E-04
3.438,2.731900E-04,3.651100E-04
3.441,2.674000E-04,3.495200E-04
3.444,2.556700E-04,3.272100E-04
3.447,2.411800E-04,2.990200E-04
3.450,2.276600E-04,2.660700E-04
3.453,2.043400E-04,2.297900E-04
3.455,1.871000E-04,1.918600E-04
3.458,1.654300E-04,1.542100E-04
3.461,1.463900E-04,1.189200E-04
3.464,1.257000E-04,8.817000E-05
3.467,1.052800E-04,6.420200E-05
3.470,9.479000E-05,4.926100E-05
3.474,9.009900E-05,4.554100E-05
3.477,9.285800E-05,5.510100E-05
3.480,1.077600E-04,7.978900E-05
3.483,1.388000E-04,1.211700E-04
3.486,1.873700E-04,1.804800E-04
3.489,2.380100E-04,2.585900E-04
3.491,3.061700E-04,3.559400E-04
3.494,3.895100E-04,4.725300E-04
3.497,4.925800E-04,6.078300E-04
3.500,6.066800E-04,7.607800E-04
3.503,7.275500E-04,9.298400E-04
3.507,8.626300E-04,1.113000E-03
3.510,1.010100E-03,1.308100E-03
3.513,1.157800E-03,1.512600E-03
3.516,1.313700E-03,1.723500E-03
3.519,1.482700E-03,1.937800E-03
3.522,1.652100E-03,2.151900E-03
3.524,1.809300E-03,2.362300E-03
3.527,1.979400E-03,2.565400E-03
3.530,2.148800E-03,2.757700E-03
3.533,2.310300E-03,2.936300E-03
3.536,2.429100E-03,3.098200E-03
3.539,2.568000E-03,3.241000E-03
3.543,2.701900E-03,3.362300E-03
3.546,2.798400E-03,3.460400E-03
3.549,2.858000E-03,3.533700E-03
3.552,2.896500E-03,3.581300E-03
3.555,2.946800E-03,3.602400E-03
3.557,2.938500E-03,3.597000E-03
3.560,2.901900E-03,3.565500E-03
3.563,2.850300E-03,3.508700E-03
3.566,2.809300E-03,3.428100E-03
3.569,2.739800E-03,3.325200E-03
3.572,2.637700E-03,3.202100E-03
3.576,2.530100E-03,3.061200E-03
3.579,2.407300E-03,2.904900E-03
3.582,2.268200E-03,2.735900E-03
3.585,2.132400E-03,2.556800E-03
3.588,1.980700E-03,2.370600E-03
3.591,1.829800E-03,2.180100E-03
3.593,1.661000E-03,1.988000E-03
3.596,1.517900E-03,1.796900E-03
3.599,1.369000E-03,1.609100E-03
3.602,1.204800E-03,1.427100E-03
3.605,1.052800E-03,1.252900E-03
3.609,9.077500E-04,1.088400E-03
3.612,7.890900E-04,9.349800E-04
3.615,6.658800E-04,7.936800E-04
3.618,5.568700E-04,6.651100E-04
3.621,4.571200E-04,5.496300E-04
3.624,3.713000E-04,4.474400E-04
3.626,2.985800E-04,3.585100E-04
3.629,2.312500E-04,2.826000E-04
3.632,1.770200E-04,2.192400E-04
3.635,1.381100E-04,1.676800E-04
3.638,1.045900E-04,1.269900E-04
3.641,8.292400E-05,9.611400E-05
3.645,6.540100E-05,7.386800E-05
3.648,5.657000E-05,5.905000E-05
3.651,5.284500E-05,5.046900E-05
3.654,5.298300E-05,4.697100E-05
3.657,5.698400E-05,4.745400E-05
3.659,6.291700E-05,5.087500E-05
3.662,7.161000E-05,5.626300E-05
3.665,7.961200E-05,6.274300E-05
3.668,8.885700E-05,6.955100E-05
3.671,9.658400E-05,7.605200E-05
3.674,1.012700E-04,8.174200E-05
3.678,1.026500E-04,8.624400E-05
3.681,1.039000E-04,8.929800E-05
3.684,1.050000E-04,9.075400E-05
3.687,1.036200E-04,9.055700E-05
3.690,9.754900E-05,8.873900E-05
3.693,9.479000E-05,8.540900E-05
3.695,8.940900E-05,8.073600E-05
3.698,8.085400E-05,7.493700E-05
3.701,7.409300E-05,6.826100E-05
3.704,6.374500E-05,6.097300E-05
3.707,5.574300E-05,5.334900E-05
3.711,4.580800E-05,4.565800E-05
3.714,3.808200E-05,3.815600E-05
3.717,3.339000E-05,3.107000E-05
3.720,2.525000E-05,2.459500E-05
3.723,2.152400E-05,1.888600E-05
3.726,1.669500E-05,1.405800E-05
3.728,1.448800E-05,1.018500E-05
3.731,1.393600E-05,7.295000E-06
3.734,1.255600E-05,5.381700E-06
3.737,1.269400E-05,4.401300E-06
3.740,1.476300E-05,4.279700E-06
3.743,1.766100E-05,4.917100E-06
3.747,1.959300E-05,6.192700E-06
3.750,2.262800E-05,7.970900E-06
3.753,2.525000E-05,1.010700E-05
3.756,2.718100E-05,1.245400E-05
3.759,2.676700E-05,1.486800E-05
3.761,2.883700E-05,1.721800E-05
3.764,3.063100E-05,1.938300E-05
3.767,3.173500E-05,2.126300E-05
3.770,3.283800E-05,2.277600E-05
3.773,3.573600E-05,2.386000E-05
3.776,3.656400E-05,2.447500E-05
3.780,3.477000E-05,2.460800E-05
3.783,3.270000E-05,2.426200E-05
3.786,2.911300E-05,2.346500E-05
3.789,2.552600E-05,2.226100E-05
3.792,2.055900E-05,2.070800E-05
3.795,1.917900E-05,1.887700E-05
3.797,1.545300E-05,1.684500E-05
3.800,1.366000E-05,1.469400E-05
3.803,1.145200E-05,1.250600E-05
3.806,9.658400E-06,1.036300E-05
3.809,8.830500E-06,8.342400E-06
3.813,6.346900E-06,6.514700E-06
3.816,5.657000E-06,4.940300E-06
3.819,4.553200E-06,3.664100E-06
3.822,4.967200E-06,2.712300E-06
3.825,6.346900E-06,2.091000E-06
3.828,6.071000E-06,1.790200E-06
3.830,6.898800E-06,1.790400E-06
3.833,9.658400E-06,2.068400E-06
3.836,1.034800E-05,2.597900E-06
3.839,1.159000E-05,3.346100E-06
3.842,1.117600E-05,4.270000E-06
3.845,1.228000E-05,5.316500E-06
3.849,1.255600E-05,6.426600E-06
3.852,1.159000E-05,7.539700E-06
3.855,1.241800E-05,8.599300E-06
3.858,1.200400E-05,9.554500E-06
3.861,1.310800E-05,1.036200E-05
3.864,1.352200E-05,1.098800E-05
3.866,1.407400E-05,1.140600E-05
3.869,1.407400E-05,1.160300E-05
3.872,1.283200E-05,1.157200E-05
3.875,1.269400E-05,1.131900E-05
3.878,1.186600E-05,1.085900E-05
3.882,1.048600E-05,1.021500E-05
3.885,9.382400E-06,9.417700E-06
3.888,8.002600E-06,8.501300E-06
3.891,7.864700E-06,7.505000E-06
3.894,6.346900E-06,6.470200E-06
3.897,4.967200E-06,5.440000E-06
3.899,4.415300E-06,4.457900E-06
3.902,3.863300E-06,3.565900E-06
3.905,4.691200E-06,2.800300E-06
3.908,4.829200E-06,2.187700E-06
3.911,4.829200E-06,1.741600E-06
3.914,5.519100E-06,1.462600E-06
3.918,6.071000E-06,1.342800E-06
3.921,6.208900E-06,1.373000E-06
3.924,5.795000E-06,1.546400E-06
3.927,5.381100E-06,1.856900E-06
3.930,5.933000E-06,2.294600E-06
3.932,5.795000E-06,2.840200E-06
3.935,6.484900E-06,3.465100E-06
3.938,6.898800E-06,4.133500E-06
3.941,7.450700E-06,4.807300E-06
3.944,7.864700E-06,5.450100E-06
3.947,8.554500E-06,6.029400E-06
3.951,8.830500E-06,6.518200E-06
3.954,8.692500E-06,6.895200E-06
3.957,8.278600E-06,7.144900E-06
3.960,7.864700E-06,7.258000E-06
3.963,7.174800E-06,7.231000E-06
3.966,6.484900E-06,7.066800E-06
3.968,5.519100E-06,6.774100E-06
3.971,4.139300E-06,6.367400E-06
3.974,3.725400E-06,5.865900E-06
3.977,3.035500E-06,5.293100E-06
3.980,2.897500E-06,4.675100E-06
3.984,2.621600E-06,4.040100E-06
3.987,2.345600E-06,3.416900E-06
3.990,2.621600E-06,2.834400E-06
3.993,2.483600E-06,2.318900E-06
3.996,2.207600E-06,1.892000E-06
3.999,1.931700E-06,1.567200E-06
4.002,2.483600E-06,1.349000E-06
4.004,2.759500E-06,1.235200E-06
4.008,2.897500E-06,1.220700E-06
4.010,3.035500E-06,1.301700E-06
4.014,3.311400E-06,1.475800E-06
4.016,3.725400E-06,1.738700E-06
4.019,3.587400E-06,2.080900E-06
4.023,4.139300E-06,2.485600E-06
4.025,4.553200E-06,2.930600E-06
4.029,5.381100E-06,3.390800E-06
4.031,6.346900E-06,3.841100E-06
4.035,7.174800E-06,4.258200E-06
4.037,6.898800E-06,4.621600E-06
4.041,6.760900E-06,4.914400E-06
4.043,6.484900E-06,5.123600E-06
4.047,5.795000E-06,5.240500E-06
4.049,5.381100E-06,5.260700E-06
4.052,4.415300E-06,5.184300E-06
4.056,4.277300E-06,5.015700E-06
4.058,3.449400E-06,4.763300E-06
4.062,3.173500E-06,4.439200E-06
4.064,3.035500E-06,4.058800E-06
4.068,2.483600E-06,3.639900E-06
4.070,2.207600E-06,3.202500E-06
4.074,1.655700E-06,2.767400E-06
4.076,1.655700E-06,2.355300E-06
4.080,1.517700E-06,1.985900E-06
4.082,1.241800E-06,1.675600E-06
4.085,1.103800E-06,1.435500E-06
4.089,1.517700E-06,1.270800E-06
4.091,1.793700E-06,1.181500E-06
4.095,2.207600E-06,1.165100E-06
4.097,2.345600E-06,1.219200E-06
4.101,2.483600E-06,1.341900E-06
4.103,3.173500E-06,1.530000E-06
4.107,4.001300E-06,1.776500E-06
4.109,4.415300E-06,2.069700E-06
4.113,4.553200E-06,2.393500E-06
4.115,4.967200E-06,2.729700E-06
4.119,5.657000E-06,3.059900E-06
4.122,5.795000E-06,3.367100E-06
4.124,4.829200E-06,3.636000E-06
4.128,4.553200E-06,3.853800E-06
4.130,4.415300E-06,4.010400E-06
4.134,4.415300E-06,4.098900E-06
4.136,4.139300E-06,4.115400E-06
4.140,3.725400E-06,4.059800E-06
4.142,4.001300E-06,3.935400E-06
4.146,3.587400E-06,3.748400E-06
4.148,3.311400E-06,3.508300E-06
4.152,2.759500E-06,3.226700E-06
4.155,2.207600E-06,2.917200E-06
4.157,1.793700E-06,2.594800E-06
4.161,1.241800E-06,2.275000E-06
4.163,1.517700E-06,1.973500E-06
4.167,1.379800E-06,1.704700E-06
4.169,1.241800E-06,1.480600E-06
4.173,1.241800E-06,1.309300E-06
4.175,1.379800E-06,1.194500E-06
4.179,1.517700E-06,1.136300E-06
4.181,1.241800E-06,1.133300E-06
4.185,1.655700E-06,1.183800E-06
4.188,2.069600E-06,1.286100E-06
4.190,2.483600E-06,1.437300E-06
4.194,2.759500E-06,1.631300E-06
4.196,3.035500E-06,1.858500E-06
4.200,3.035500E-06,2.106700E-06
4.202,3.173500E-06,2.362100E-06
4.206,3.035500E-06,2.611000E-06
4.208,3.173500E-06,2.840400E-06
4.212,3.173500E-06,3.038700E-06
4.214,2.759500E-06,3.196000E-06
4.218,2.897500E-06,3.305000E-06
4.220,2.621600E-06,3.360700E-06
4.223,2.483600E-06,3.361000E-06
4.227,2.207600E-06,3.306300E-06
4.229,1.655700E-06,3.199700E-06
4.233,1.655700E-06,3.046600E-06
4.235,1.517700E-06,2.854600E-06
4.239,1.379800E-06,2.632800E-06
4.241,1.379800E-06,2.391900E-06
4.245,1.241800E-06,2.143900E-06
4.247,1.379800E-06,1.900900E-06
4.251,1.379800E-06,1.675300E-06
4.253,1.379800E-06,1.478200E-06
4.256,1.241800E-06,1.318200E-06
4.260,1.103800E-06,1.200500E-06
4.262,9.658400E-07,1.126600E-06
4.266,1.103800E-06,1.095700E-06
4.268,1.379800E-06,1.106600E-06
4.272,1.517700E-06,1.158200E-06
4.274,1.931700E-06,1.249700E-06
4.278,2.069600E-06,1.378600E-06
4.280,2.483600E-06,1.539600E-06
4.284,2.759500E-06,1.724100E-06
4.286,2.621600E-06,1.921700E-06
4.290,2.759500E-06,2.121200E-06
4.293,2.483600E-06,2.311600E-06
4.295,3.035500E-06,2.483100E-06
4.299,2.621600E-06,2.627000E-06
4.301,2.483600E-06,2.736300E-06
4.305,2.759500E-06,2.805800E-06
4.307,2.759500E-06,2.832300E-06
4.311,2.621600E-06,2.814800E-06
4.313,1.931700E-06,2.754200E-06
4.317,1.931700E-06,2.653900E-06
4.319,1.655700E-06,2.518800E-06
4.323,1.379800E-06,2.355600E-06
4.326,1.103800E-06,2.172100E-06
4.328,1.103800E-06,1.977600E-06
4.332,1.103800E-06,1.781900E-06
4.334,1.103800E-06,1.595600E-06
4.338,9.658400E-07,1.428500E-06
4.340,9.658400E-07,1.288800E-06
4.344,1.103800E-06,1.181700E-06
4.346,1.517700E-06,1.108800E-06
4.350,1.931700E-06,1.069000E-06
4.352,2.345600E-06,1.060100E-06
4.356,2.483600E-06,1.080900E-06
4.359,2.621600E-06,1.131700E-06
4.361,2.621600E-06,1.212800E-06
4.365,2.207600E-06,1.323000E-06
4.367,2.207600E-06,1.457900E-06
4.371,1.793700E-06,1.610200E-06
4.373,1.655700E-06,1.770800E-06
4.377,1.379800E-06,1.930000E-06
4.379,1.655700E-06,2.078700E-06
4.383,1.793700E-06,2.208900E-06
4.385,1.379800E-06,2.313600E-06
4.389,1.379800E-06,2.387500E-06
4.391,1.793700E-06,2.427000E-06
4.394,2.069600E-06,2.430100E-06
4.398,1.655700E-06,2.396900E-06
4.400,1.517700E-06,2.329200E-06
4.404,1.517700E-06,2.230400E-06
4.406,1.517700E-06,2.105500E-06
4.410,1.241800E-06,1.961100E-06
4.412,9.658400E-07,1.804500E-06
4.416,9.658400E-07,1.644400E-06
4.418,1.103800E-06,1.489900E-06
4.422,1.103800E-06,1.350400E-06
4.424,1.103800E-06,1.233400E-06
4.427,1.241800E-06,1.143600E-06
4.431,1.241800E-06,1.081700E-06
4.433,1.241800E-06,1.045000E-06
4.437,1.241800E-06,1.029900E-06
4.439,1.379800E-06,1.034100E-06
4.443,1.379800E-06,1.057800E-06
4.445,1.103800E-06,1.103600E-06
4.449,1.517700E-06,1.173700E-06
4.451,1.655700E-06,1.268200E-06
4.455,1.655700E-06,1.383400E-06
4.457,1.931700E-06,1.512300E-06
4.460,2.069600E-06,1.646000E-06
4.464,2.207600E-06,1.775500E-06
4.466,1.931700E-06,1.892700E-06
4.470,2.069600E-06,1.990900E-06
4.472,2.207600E-06,2.065000E-06
4.476,1.793700E-06,2.111200E-06
4.478,1.655700E-06,2.127200E-06
4.482,1.517700E-06,2.112100E-06
4.484,1.793700E-06,2.066700E-06
4.488,1.517700E-06,1.993200E-06
4.490,1.241800E-06,1.895300E-06
4.494,1.241800E-06,1.778300E-06
4.497,1.241800E-06,1.648900E-06
4.499,1.241800E-06,1.515300E-06
4.503,8.278600E-07,1.386500E-06
4.505,8.278600E-07,1.271200E-06
4.509,8.278600E-07,1.176300E-06
4.511,8.278600E-07,1.105200E-06
4.515,8.278600E-07,1.057200E-06
4.517,8.278600E-07,1.028900E-06
4.521,1.103800E-06,1.015600E-06
4.523,1.241800E-06,1.013900E-06
4.527,1.379800E-06,1.023100E-06
4.530,1.793700E-06,1.045500E-06
4.532,1.793700E-06,1.084700E-06
4.536,1.793700E-06,1.143900E-06
4.538,1.517700E-06,1.223700E-06
4.542,1.379800E-06,1.321200E-06
4.544,1.241800E-06,1.429800E-06
4.548,8.278600E-07,1.541300E-06
4.550,8.278600E-07,1.647200E-06
4.554,8.278600E-07,1.740200E-06
4.556,8.278600E-07,1.814300E-06
4.560,9.658400E-07,1.865300E-06
4.563,9.658400E-07,1.890300E-06
4.565,1.241800E-06,1.888100E-06
4.569,1.241800E-06,1.858500E-06
4.571,1.517700E-06,1.803100E-06
4.575,1.517700E-06,1.724600E-06
4.577,1.793700E-06,1.627700E-06
4.581,1.793700E-06,1.518700E-06
4.583,1.517700E-06,1.405600E-06
4.587,1.655700E-06,1.297400E-06
4.589,1.379800E-06,1.202300E-06
4.593,1.379800E-06,1.126500E-06
4.595,9.658400E-07,1.072000E-06
4.598,1.241800E-06,1.037000E-06
4.602,1.241800E-06,1.017200E-06
