theta_deg	I
0.95825	8.6565809E-003
0.95975	7.9144854E-003
0.96125	7.1640252E-003
0.96275	6.3839289E-003
0.96425	5.6372932E-003
0.96575	4.9432372E-003
0.96725	4.3462147E-003
0.96875	3.8318867E-003
0.97025	3.4341908E-003
0.97175	3.1832410E-003
0.97325	3.0505962E-003
0.97475	3.0338662E-003
0.97625	3.0924210E-003
0.97775	3.2503998E-003
0.97925	3.4600031E-003
0.98075	3.7573192E-003
0.98225	4.0316912E-003
0.98375	4.2941128E-003
0.98525	4.5491257E-003
0.98675	4.7682892E-003
0.98825	4.9513634E-003
0.98975	4.9680928E-003
0.99125	4.9680932E-003
0.99275	4.9085817E-003
0.99425	4.7329171E-003
0.99575	4.4671488E-003
0.99725	4.1535809E-003
0.99875	3.8314089E-003
1.00025	3.4638271E-003
1.00175	3.0943330E-003
1.00325	2.7616450E-003
1.00475	2.4418631E-003
1.00625	2.1476541E-003
1.00775	1.9349442E-003
1.00925	1.7798330E-003
1.01075	1.6675029E-003
1.01225	1.6278289E-003
1.01375	1.6397788E-003
1.01525	1.7262971E-003
1.01675	1.8281109E-003
1.01825	1.9574100E-003
1.01975	2.1072628E-003
1.02125	2.2305869E-003
1.02275	2.3696851E-003
1.02425	2.4803421E-003
1.02575	2.5675772E-003
1.02725	2.6280440E-003
1.02875	2.6505103E-003
1.03025	2.6223080E-003
1.03175	2.5666209E-003
1.03325	2.4664800E-003
1.03475	2.3376590E-003
1.03625	2.1739441E-003
1.03775	1.9822659E-003
1.03925	1.8118591E-003
1.04075	1.6115770E-003
1.04225	1.4421260E-003
1.04375	1.2834300E-003
1.04525	1.1534140E-003
1.04675	1.0716760E-003
1.04825	1.0069071E-003
1.04975	1.0131210E-003
1.05125	1.0167061E-003
1.05275	1.0590091E-003
1.05425	1.1402691E-003
1.05575	1.2270260E-003
1.05725	1.3295570E-003
1.05875	1.4189431E-003
1.06025	1.5135870E-003
1.06175	1.5848089E-003
1.06325	1.6345209E-003
1.06475	1.6522071E-003
1.06625	1.6663079E-003
1.06775	1.6548359E-003
1.06925	1.6275900E-003
1.07075	1.5953250E-003
1.07225	1.5310339E-003
1.07375	1.4502519E-003
1.07525	1.3551301E-003
1.07675	1.2454290E-003
1.07825	1.1376400E-003
1.07975	1.0195740E-003
1.08125	9.2254003E-004
1.08275	8.4128004E-004
1.08425	7.7005808E-004
1.08575	7.2034606E-004
1.08725	7.0313801E-004
1.08875	7.0505001E-004
1.09025	7.2560395E-004
1.09175	7.5452303E-004
1.09325	8.0423499E-004
1.09475	8.7378401E-004
1.09625	9.3114399E-004
1.09775	9.9376205E-004
1.09925	1.0506441E-003
1.10075	1.1068090E-003
1.10225	1.1495900E-003
1.10375	1.1663201E-003
1.10525	1.1598669E-003
1.10675	1.1374010E-003
1.10825	1.1080040E-003
1.10975	1.0652230E-003
1.11125	1.0021270E-003
1.11275	9.2708104E-004
1.11425	8.5896603E-004
1.11575	7.9180696E-004
1.11725	7.1150297E-004
1.11875	6.4052001E-004
1.12025	5.7240500E-004
1.12175	5.2842899E-004
1.12325	4.9735903E-004
1.12475	4.7321999E-004
1.12625	4.7226399E-004
1.12775	4.8684297E-004
1.12925	5.2317098E-004
1.13075	5.5925996E-004
1.13225	6.1016699E-004
1.13375	6.6250795E-004
1.13525	7.1508804E-004
1.13675	7.5930293E-004
1.13825	8.0304005E-004
1.13975	8.3315402E-004
1.14125	8.4821106E-004
1.14275	8.6207298E-004
1.14425	8.5944403E-004
1.14575	8.3817303E-004
1.14725	7.9778192E-004
1.14875	7.7388197E-004
1.15025	7.2249700E-004
1.15175	6.7135104E-004
1.15325	6.0801598E-004
1.15475	5.5878196E-004
1.15625	5.1122095E-004
1.15775	4.5218799E-004
1.15925	4.1681598E-004
1.16075	3.7570798E-004
1.16225	3.5706596E-004
1.16375	3.4750599E-004
1.16525	3.4583299E-004
1.16675	3.5826096E-004
1.16825	3.9291600E-004
1.16975	4.3163402E-004
1.17125	4.7537102E-004
1.17275	5.2197604E-004
1.17425	5.7001499E-004
1.17575	6.0658198E-004
1.17725	6.3215499E-004
1.17875	6.6752703E-004
1.18025	6.7469705E-004
1.18175	6.7613105E-004
1.18325	6.7087304E-004
1.18475	6.6274701E-004
1.18625	6.4410496E-004
1.18775	5.8746204E-004
1.18925	5.5280700E-004
1.19075	5.0715805E-004
1.19225	4.5553400E-004
1.19375	4.1012399E-004
1.19525	3.5993397E-004
1.19675	3.3627299E-004
1.19825	3.0854900E-004
1.19975	2.8584400E-004
1.20125	2.7198199E-004
1.20275	2.6409500E-004
1.20425	2.7150402E-004
1.20575	2.8799500E-004
1.20725	3.0902700E-004
1.20875	3.4846200E-004
1.21025	3.7905402E-004
1.21175	4.2326903E-004
1.21325	4.5816301E-004
1.21475	4.9305701E-004
1.21625	5.2532199E-004
1.21775	5.4252998E-004
1.21925	5.7264400E-004
1.22075	5.6260597E-004
1.22225	5.6117197E-004
1.22375	5.3631602E-004
1.22525	5.1098200E-004
1.22675	4.7632703E-004
1.22825	4.3402403E-004
1.22975	4.0534398E-004
1.23125	3.5658796E-004
1.23275	3.1404602E-004
1.23425	2.7007001E-004
1.23575	2.3995600E-004
1.23725	2.1247102E-004
1.23875	1.8880999E-004
1.24025	1.8594200E-004
1.24175	1.9000500E-004
1.24325	2.0434499E-004
1.24475	2.2203101E-004
1.24625	2.4378001E-004
1.24775	2.7915201E-004
1.24925	3.0926600E-004
1.25075	3.4200901E-004
1.25225	3.8168300E-004
1.25375	4.0701698E-004
1.25525	4.2661501E-004
1.25675	4.3976004E-004
1.25825	4.5505597E-004
1.25975	4.5959701E-004
1.26125	4.4645197E-004
1.26275	4.4119402E-004
1.26425	4.2637601E-004
1.26575	3.9674001E-004
1.26725	3.6590899E-004
1.26875	3.3627299E-004
1.27025	3.0400799E-004
1.27175	2.6027099E-004
1.27325	2.2943999E-004
1.27475	2.0315002E-004
1.27625	1.7877201E-004
1.27775	1.5917399E-004
1.27925	1.4316100E-004
1.28075	1.4674600E-004
1.28225	1.5654501E-004
1.28375	1.6777799E-004
1.28525	1.8689800E-004
1.28675	2.1342702E-004
1.28825	2.4282401E-004
1.28975	2.7269902E-004
1.29125	3.0042301E-004
1.29275	3.2838600E-004
1.29425	3.4846202E-004
1.29575	3.5730502E-004
1.29725	3.6829899E-004
1.29875	3.7403501E-004
1.30025	3.6901599E-004
1.30175	3.6375798E-004
1.30325	3.4559402E-004
1.30475	3.3005900E-004
1.30625	3.0687603E-004
1.30775	2.8201999E-004
1.30925	2.4951599E-004
1.31075	2.1916298E-004
1.31225	1.9717500E-004
1.31375	1.7160199E-004
1.31525	1.5200401E-004
1.31675	1.3288400E-004
1.31825	1.2547500E-004
1.31975	1.2021700E-004
1.32125	1.2117301E-004
1.32275	1.3097200E-004
