theta_deg	log10_I_minus_log10_R
1.07075	-5.9172869E-002
1.07225	-6.8341732E-002
1.07375	-7.5098038E-002
1.07525	-7.9730749E-002
1.07675	-8.3618879E-002
1.07825	-8.2432747E-002
1.07975	-8.2232714E-002
1.08125	-7.1424246E-002
1.08275	-5.2244663E-002
1.08425	-2.8922558E-002
1.08575	2.5177002E-003
1.08725	4.5762300E-002
1.08875	8.7616444E-002
1.09025	1.2185121E-001
1.09175	1.3863087E-001
1.09325	1.4546204E-001
1.09475	1.4483285E-001
1.09625	1.2643623E-001
1.09775	1.0524678E-001
1.09925	8.1001043E-002
1.10075	5.9231758E-002
1.10225	3.7184954E-002
1.10375	1.1865616E-002
1.10525	-1.4648199E-002
1.10675	-3.9470196E-002
1.10825	-5.9260368E-002
1.10975	-7.6817513E-002
1.11125	-9.5819712E-002
1.11275	-1.1415958E-001
1.11425	-1.2395048E-001
1.11575	-1.2820864E-001
1.11725	-1.3607788E-001
1.11875	-1.3618231E-001
1.12025	-1.3340974E-001
1.12175	-1.1199903E-001
1.12325	-8.0139875E-002
1.12475	-4.5246840E-002
1.12625	3.6447048E-003
1.12775	5.4029942E-002
1.12925	1.0465384E-001
1.13075	1.3255477E-001
1.13225	1.5006471E-001
1.13375	1.5065503E-001
1.13525	1.3967419E-001
1.13675	1.1806560E-001
1.13825	9.5465899E-002
1.13975	6.8198442E-002
1.14125	3.8233519E-002
1.14275	1.4133930E-002
1.14425	-1.1122704E-002
1.14575	-3.8414001E-002
1.14725	-6.8604231E-002
1.14875	-8.2835197E-002
1.15025	-1.0597420E-001
1.15175	-1.2347078E-001
1.15325	-1.4449906E-001
1.15475	-1.5169573E-001
1.15625	-1.5367007E-001
1.15775	-1.6365051E-001
1.15925	-1.5000534E-001
1.16075	-1.4193606E-001
1.16225	-1.0919595E-001
1.16375	-6.8061829E-002
1.16525	-2.3897886E-002
1.16675	2.5699615E-002
1.16825	8.3429813E-002
1.16975	1.2295794E-001
1.17125	1.4572334E-001
1.17275	1.5323949E-001
1.17425	1.4965129E-001
1.17575	1.3113880E-001
1.17725	1.0388350E-001
1.17875	8.5517645E-002
1.18025	5.3192377E-002
1.18175	2.3350000E-002
1.18325	-3.9262772E-003
1.18475	-2.5850534E-002
1.18625	-4.7428608E-002
1.18775	-8.9069843E-002
1.18925	-1.0960937E-001
1.19075	-1.3368654E-001
1.19225	-1.5957260E-001
1.19375	-1.7725086E-001
1.19525	-1.9916797E-001
1.19675	-1.8766809E-001
1.19825	-1.7873693E-001
1.19975	-1.6194344E-001
1.20125	-1.3225627E-001
1.20275	-9.5885754E-002
1.20425	-4.1233778E-002
1.20575	1.5653610E-002
1.20725	6.2043428E-002
1.20875	1.1246490E-001
1.21025	1.3070679E-001
1.21175	1.4726424E-001
1.21325	1.4200830E-001
1.21475	1.3057828E-001
1.21625	1.1494493E-001
1.21775	8.8668823E-002
1.21925	7.6573849E-002
1.22075	3.9206028E-002
1.22225	1.4968634E-002
1.22375	-2.0884037E-002
1.22525	-5.0914288E-002
1.22675	-8.3168983E-002
1.22825	-1.1803055E-001
1.22975	-1.3494539E-001
1.23125	-1.7069197E-001
1.23275	-1.9903374E-001
1.23425	-2.3117447E-001
1.23575	-2.4323249E-001
1.23725	-2.5189376E-001
1.23875	-2.5571561E-001
1.24025	-2.1400404E-001
1.24175	-1.5864348E-001
1.24325	-8.7579966E-002
1.24475	-2.3001671E-002
1.24625	3.1492710E-002
1.24775	8.7913036E-002
1.24925	1.1458158E-001
1.25075	1.2826514E-001
1.25225	1.3803864E-001
1.25375	1.2447453E-001
1.25525	1.0339832E-001
1.25675	7.7676296E-002
1.25825	5.8013916E-002
1.25975	3.3360958E-002
1.26125	-1.9459724E-003
1.26275	-2.3110867E-002
1.26425	-4.7044277E-002
1.26575	-8.0386639E-002
1.26725	-1.1049986E-001
1.26875	-1.3512349E-001
1.27025	-1.5995145E-001
1.27175	-2.0173645E-001
1.27325	-2.2451854E-001
1.27475	-2.3974967E-001
1.27625	-2.5304556E-001
1.27775	-2.5825691E-001
1.27925	-2.5843477E-001
1.28075	-2.0434976E-001
1.28225	-1.3935781E-001
1.28375	-8.2868814E-002
1.28525	-2.3478985E-002
1.28675	3.1292439E-002
1.28825	6.9940329E-002
1.28975	9.1347218E-002
1.29125	9.6811533E-002
1.29275	9.5292807E-002
1.29425	8.0704451E-002
1.29575	5.3605795E-002
1.29725	3.2954216E-002
1.29875	1.1205435E-002
1.30025	-1.7024994E-002
1.30175	-3.9078236E-002
1.30325	-7.0354462E-002
1.30475	-9.2450380E-002
1.30625	-1.1926651E-001
1.30775	-1.4425564E-001
1.30925	-1.7899871E-001
1.31075	-2.1039581E-001
1.31225	-2.2529984E-001
1.31375	-2.4921513E-001
1.31525	-2.6112294E-001
1.31675	-2.7600074E-001
1.31825	-2.5697708E-001
1.31975	-2.3430800E-001
1.32125	-1.9607234E-001
1.32275	-1.3790727E-001
1.32425	-8.3385706E-002
1.32575	-2.0532131E-002
1.32725	3.5743237E-002
1.32875	7.3178530E-002
1.33025	8.4326506E-002
1.33175	8.4568739E-002
1.33325	8.8007212E-002
1.33475	6.2975407E-002
1.33625	3.3230066E-002
1.33775	1.4011860E-002
1.33925	-7.7126026E-003
1.34075	-2.3018599E-002
1.34225	-5.3904295E-002
1.34375	-7.6054335E-002
1.34525	-9.9177837E-002
1.34675	-1.4103866E-001
1.34825	-1.7339706E-001
1.34975	-2.1668792E-001
1.35125	-2.5124645E-001
1.35275	-2.8684783E-001
1.35425	-3.0442619E-001
1.35575	-3.0526638E-001
1.35725	-2.9036188E-001
1.35875	-2.6463914E-001
1.36025	-2.4197245E-001
1.36175	-1.7717409E-001
1.36325	-1.1172843E-001
1.36475	-6.2403679E-002
1.36625	-2.9706955E-002
1.36775	1.1907816E-002
1.36925	2.9123545E-002
1.37075	4.2923689E-002
1.37225	4.0254831E-002
1.37375	4.4080973E-002
1.37525	3.9779186E-002
1.37675	2.7019262E-002
1.37825	2.3205757E-002
1.37975	-1.2915134E-003
1.38125	-2.4211407E-002
1.38275	-4.9396753E-002
1.38425	-7.4566603E-002
1.38575	-9.9146366E-002
1.38725	-1.3613248E-001
1.38875	-1.6003489E-001
1.39025	-1.8993688E-001
1.39175	-2.2650266E-001
1.39325	-2.5671959E-001
1.39475	-2.9920268E-001
1.39625	-3.1871319E-001
1.39775	-3.0144310E-001
1.39925	-2.6498270E-001
1.40075	-2.0943737E-001
1.40225	-1.1839557E-001
1.40375	-6.2433958E-002
1.40525	-1.6114235E-002
1.40675	1.1341572E-002
1.40825	4.2260647E-002
1.40975	4.7919512E-002
1.41125	3.8711548E-002
1.41275	3.1871319E-002
1.41425	3.9378405E-002
1.41575	3.5777807E-002
1.41725	1.6567230E-002
1.41875	1.3015747E-002
1.42025	4.5762062E-003
1.42175	-1.8122435E-002
1.42325	-4.6854019E-002
1.42475	-7.4423075E-002
1.42625	-9.4976187E-002
1.42775	-1.3868546E-001
1.42925	-1.7816472E-001
1.43075	-1.8177676E-001
1.43225	-2.1203613E-001
1.43375	-2.4539065E-001
1.43525	-2.7640772E-001
1.43675	-2.8158307E-001
1.43825	-2.7964497E-001
1.43975	-2.7809668E-001
1.44125	-2.2831321E-001
1.44275	-1.5547943E-001
1.44425	-7.6162338E-002
1.44575	-3.9203644E-002
1.44725	-4.5478344E-003
1.44875	2.1386862E-002
1.45025	3.3039808E-002
1.45175	3.1131506E-002
1.45325	2.7631998E-002
1.45475	3.3423185E-002
1.45625	3.1277895E-002
1.45775	2.1563768E-002
1.45925	1.2443066E-002
1.46075	1.9838810E-003
1.46225	-2.3501635E-002
1.46375	-4.4784307E-002
1.46525	-7.1485043E-002
1.46675	-9.8421574E-002
1.46825	-1.2872171E-001
1.46975	-1.5601134E-001
1.47125	-1.6619015E-001
1.47275	-1.9213080E-001
1.47425	-2.1274281E-001
1.47575	-2.1649957E-001
1.47725	-2.0104885E-001
1.47875	-1.8702245E-001
1.48025	-1.7889786E-001
1.48175	-1.3906956E-001
1.48325	-1.0164070E-001
1.48475	-7.3945999E-002
1.48625	-4.8435688E-002
1.48775	-2.4192572E-002
1.48925	8.3446503E-005
1.49075	1.9740343E-002
1.49225	2.3848057E-002
1.49375	2.5533676E-002
1.49525	1.3325214E-002
1.49675	-3.3941269E-003
1.49825	-1.5849113E-002
1.49975	-3.2065392E-002
1.50125	-4.8432589E-002
1.50275	-5.7166338E-002
1.50425	-7.1446657E-002
1.50575	-7.4537277E-002
1.50725	-9.9464655E-002
1.50875	-1.1677694E-001
1.51025	-1.2969708E-001
1.51175	-1.5775108E-001
1.51325	-1.5853620E-001
1.51475	-1.8896842E-001
1.51625	-1.8253875E-001
1.51775	-2.0577097E-001
1.51925	-1.9372082E-001
1.52075	-1.5674257E-001
1.52225	-1.3442278E-001
1.52375	-8.3982944E-002
1.52525	-5.6643248E-002
1.52675	-3.5933018E-002
1.52825	-1.0345459E-002
1.52975	5.4240227E-004
1.53125	-1.9764900E-003
1.53275	-5.8588982E-003
1.53425	-4.9889088E-003
1.53575	-5.1662922E-003
1.53725	-1.2170553E-002
1.53875	-2.2912025E-002
1.54025	-2.2066355E-002
1.54175	-2.5009632E-002
1.54325	-3.5797119E-002
1.54475	-4.0635109E-002
1.54625	-5.2493572E-002
1.54775	-5.5853605E-002
1.54925	-5.9638500E-002
1.55075	-7.6021194E-002
1.55225	-8.0320835E-002
1.55375	-9.5648766E-002
1.55525	-9.8741055E-002
1.55675	-1.0447121E-001
1.55825	-1.0604620E-001
1.55975	-6.8201065E-002
1.56125	-4.9139023E-002
1.56275	-2.5669575E-002
1.56425	-6.3533783E-003
1.56575	1.3911963E-002
1.56725	3.3164740E-002
1.56875	4.3851852E-002
1.57025	5.4631233E-002
1.57175	5.5025816E-002
1.57325	5.1447868E-002
1.57475	4.9304485E-002
1.57625	4.6869278E-002
1.57775	4.2108059E-002
1.57925	3.6268950E-002
1.58075	3.6201715E-002
1.58225	4.2210817E-002
1.58375	4.4495344E-002
1.58525	4.5942545E-002
1.58675	5.1017523E-002
1.58825	5.7894230E-002
1.58975	6.1265707E-002
1.59125	5.9798479E-002
1.59275	5.5846214E-002
1.59425	5.8295012E-002
1.59575	5.1372290E-002
1.59725	3.6607742E-002
1.59875	1.7644405E-002
1.60025	4.4810772E-003
1.60175	-5.3029060E-003
1.60325	-1.6503811E-002
1.60475	-2.4736404E-002
1.60625	-2.0438671E-002
1.60775	-1.4049292E-002
1.60925	-1.1208534E-002
1.61075	-9.7236633E-003
1.61225	-9.0074539E-003
1.61375	-9.6471310E-003
1.61525	-7.8928471E-003
1.61675	-8.8253021E-003
1.61825	-9.9561214E-003
1.61975	-8.0294609E-003
1.62125	-4.9679279E-003
1.62275	-3.5591125E-003
1.62425	-5.2876472E-003
1.62575	-5.7518482E-003
1.62725	-4.5740604E-003
1.62875	-3.9727688E-003
1.63025	-3.5113096E-003
1.63175	-7.7283382E-004
1.63325	1.8239021E-003
1.63475	3.9525032E-003
1.63625	6.0479641E-003
